question,context,response
Camera SnapShot Pro ko color options k k cha?,"Product Name: Camera SnapShot Pro, Color Options: Black, Silver, Blue. Popularity: Black is the most sold color. Competitor Comparison: Store W offers only Black and Silver. Usage Tip: Use a protective case to maintain color quality. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Camera SnapShot Pro ko color options Black, Silver, ra Blue cha. Black sabai bhanda badi bikri hune color ho."
Backpack Trekker Pro ko size options k k cha?,"Product Name: Backpack Trekker Pro, Size Options: Small, Medium, Large. Popularity: Large is the most preferred size. Competitor Comparison: Store V offers only Small and Medium. Usage Tip: Measure before purchasing for the best fit. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Backpack Trekker Pro ko size options Small, Medium, ra Large cha. Large sabai bhanda badi prefer gariyeko size ho."
Printer PrintMaster Pro ko delivery time kati ho?,"Product Name: Printer PrintMaster Pro, Delivery Time: Kathmandu Valley - 1-2 days, Outside Kathmandu - 3-5 days. Competitor Comparison: Store U offers same-day delivery in Kathmandu. Usage Tip: Track your order for real-time updates. Warranty: 1 year.","Printer PrintMaster Pro ko delivery time Kathmandu bhitra 1-2 din, baira 3-5 din lagcha."
Monitor UltraView Pro ko discount cha ki nai?,"Product Name: Monitor UltraView Pro, Discount: 15% off with code ULTRAPRO15. Competitor Comparison: Store T offers 10% off but with limited stock. Usage Tip: Use discount codes during checkout for savings. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Hajur, Monitor UltraView Pro ma 15% discount cha. Code: ULTRAPRO15 use garnuhos."
Keyboard MechX Pro ko installation guide available cha?,"Product Name: Keyboard MechX Pro, Installation Guide: Available for download on the product page. Video Tutorial: Also available on YouTube. Competitor Comparison: Store S provides in-person installation support. Usage Tip: Follow the step-by-step guide for easy installation. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Hajur, Keyboard MechX Pro ko installation guide product page bata download garna sakincha. YouTube ma video tutorial pani upalabdh cha."
Speaker BoomBox Pro ko weight kati ho?,"Product Name: Speaker BoomBox Pro, Weight: 3 kg. Competitor Comparison: Similar products weigh around 3.2 kg. Usage Tip: Use a carrying case for portability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Speaker BoomBox Pro ko weight 3 kg ho.
Power Bank PowerMax Pro ko dimensions k k cha?,"Product Name: Power Bank PowerMax Pro, Dimensions: 13cm x 8cm x 4cm. Competitor Comparison: Similar products have dimensions of 14cm x 9cm x 5cm. Usage Tip: Check the dimensions before purchasing to ensure it fits your bag. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Power Bank PowerMax Pro ko dimensions 13cm x 8cm x 4cm cha.
Headphone SoundWave Pro ko battery life kati ho?,"Product Name: Headphone SoundWave Pro, Battery Life: 24 hours. Competitor Comparison: Similar products offer 22 hours of battery life. Usage Tip: Use power-saving mode to extend battery life. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Headphone SoundWave Pro ko battery life 24 hours ho.
Smartwatch TimeX Pro ko charging time kati ho?,"Product Name: Smartwatch TimeX Pro, Charging Time: 1.5 hours. Competitor Comparison: Similar products take 2 hours to charge. Usage Tip: Use the provided charger for optimal charging speed. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Smartwatch TimeX Pro ko charging time 1.5 hours ho.
Laptop FlexBook Pro ko material k ho?,"Product Name: Laptop FlexBook Pro, Material: Aluminum and Plastic. Competitor Comparison: Similar products use only plastic. Usage Tip: Clean with a microfiber cloth to avoid scratches. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Laptop FlexBook Pro aluminum ra plastic ko banaeko cha.
Tablet TabX Pro ko water-resistant ho?,"Product Name: Tablet TabX Pro, Water-Resistant: Yes, IP68 rating. Competitor Comparison: Similar products have an IP67 rating. Usage Tip: Avoid submerging in water for long periods. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Hajur, Tablet TabX Pro water-resistant ho. IP68 rating cha."
Printer PrintX Pro ko warranty claim garna sakchu?,"Product Name: Printer PrintX Pro, Warranty Claim: Contact customer care with receipt and warranty card. Competitor Comparison: Store R offers online warranty claims. Usage Tip: Keep the receipt and warranty card safe. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Hajur, Printer PrintX Pro ko warranty claim garna receipt ra warranty card sanga customer care ma samparka garnuhos."
Monitor UltraX Pro ko accessories k k cha?,"Product Name: Monitor UltraX Pro, Accessories: HDMI Cable, Power Adapter, User Manual. Competitor Comparison: Similar products include a VGA cable. Usage Tip: Use the provided accessories for optimal performance. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Monitor UltraX Pro sanga HDMI cable, power adapter, ra user manual auncha."
Keyboard MechPro Max ko compatible devices k k ho?,"Product Name: Keyboard MechPro Max, Compatible Devices: Windows, macOS, Linux. Competitor Comparison: Similar products are compatible only with Windows and macOS. Usage Tip: Check compatibility before purchasing. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Keyboard MechPro Max Windows, macOS, ra Linux devices sanga compatible cha."
Speaker SoundPro Max ko replacement policy k ho?,"Product Name: Speaker SoundPro Max, Replacement Policy: 14 days replacement for defective products. Competitor Comparison: Store Q offers 30 days replacement. Usage Tip: Test the product immediately after delivery. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.","Hajur, Speaker SoundPro Max ko replacement policy anusar defective products lai 14 days bhitra replace garna sakincha."
Payment garna ko lagi kun kun method haru cha?,"Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery. Discount: 10% off on online payments. Usage Tip: Use Esewa or Khalti for faster processing.","Hajur, payment garna ko lagi Credit/Debit Card, Esewa, Khalti, ra Cash on Delivery haru upalabdh cha. Online payment ma 10% discount pani cha."
Esewa bata payment garna sakchu?,Payment Methods: Esewa is available for all orders. Discount: 5% cashback on Esewa payments. Usage Tip: Ensure your Esewa wallet has sufficient balance.,"Hajur, tapailai Esewa bata payment garna sakincha. Esewa payment ma 5% cashback pani huncha."
Khalti bata payment garna milcha?,Payment Methods: Khalti is available for all orders. Discount: 5% cashback on Khalti payments. Usage Tip: Ensure your Khalti wallet has sufficient balance.,"Hajur, tapailai Khalti bata payment garna sakincha. Khalti payment ma 5% cashback pani huncha."
Cash on delivery available cha?,"Payment Methods: Cash on Delivery is available for orders below NPR 10,000. Usage Tip: Keep exact change ready for faster delivery.","Hajur, NPR 10,000 samma ko order ma Cash on Delivery available cha. Exact change rakhnu huncha."
Credit card bata payment garna sakchu?,Payment Methods: Credit Card payments are accepted for all orders. Discount: 10% off on Credit Card payments. Usage Tip: Ensure your card is enabled for online transactions.,"Hajur, tapailai Credit Card bata payment garna sakincha. Credit Card payment ma 10% discount pani huncha."
Debit card bata payment garna milcha?,Payment Methods: Debit Card payments are accepted for all orders. Discount: 10% off on Debit Card payments. Usage Tip: Ensure your card is enabled for online transactions.,"Hajur, tapailai Debit Card bata payment garna sakincha. Debit Card payment ma 10% discount pani huncha."
Mobile banking bata payment garna sakchu?,"Payment Methods: Mobile banking is not currently supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, mobile banking bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment ma discount cha ki nai?,"Discounts: 10% off on Credit/Debit Card payments, 5% cashback on Esewa and Khalti payments. Usage Tip: Use online payment methods for discounts.","Hajur, Credit/Debit Card payment ma 10% discount cha ra Esewa ra Khalti payment ma 5% cashback huncha."
Payment fail bhayo bhane ke garnu?,"Payment Failure: If payment fails, retry after 10 minutes or use an alternative payment method. Support: Contact customer care at 01-2345678 for assistance.","Hajur, payment fail bhayo bhane 10 minutes pachi feri try garnuhos ya arko payment method use garnuhos. Sahayog ko lagi 01-2345678 ma samparka garnuhos."
Payment confirmation kasari pauchu?,Payment Confirmation: Confirmation is sent via SMS and email after successful payment. Usage Tip: Check your spam folder if you don't receive the confirmation.,"Hajur, payment successful bhayo bhane SMS ra email bata confirmation paunuhuncha. Spam folder check garnu hola yadi confirmation paunuhunna bhane."
Payment refund kasari pauchu?,Refund Process: Refunds are processed within 7 business days and credited to the original payment method. Usage Tip: Contact customer care for refund status.,"Hajur, refund 7 business days bhitra original payment method ma feri pathaidiye ko huncha. Refund status ko lagi customer care ma samparka garnuhos."
Payment garna ko lagi EMI option cha?,"EMI Options: Available for Credit Card payments on orders above NPR 20,000. Usage Tip: Check with your bank for EMI eligibility.","Hajur, NPR 20,000 mathi ko order ma Credit Card bata EMI option available cha. Tapailo bank sanga EMI eligibility ko barema sodhnuhos."
Payment garna ko lagi QR code use garna sakchu?,QR Code Payment: Available for Esewa and Khalti. Usage Tip: Scan the QR code during checkout for faster payment.,"Hajur, tapailai Esewa ra Khalti ko QR code use garera payment garna sakincha. Checkout garda QR code scan garnuhos."
Payment garna ko lagi bank transfer garna sakchu?,"Bank Transfer: Not supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, bank transfer bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment garna ko lagi cryptocurrency use garna sakchu?,"Cryptocurrency: Not supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, cryptocurrency bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment garna ko lagi PayPal use garna sakchu?,"PayPal: Not supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, PayPal bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment garna ko lagi installment ma tirna sakchu?,"Installment Payment: Available for Credit Card payments on orders above NPR 20,000. Usage Tip: Check with your bank for installment options.","Hajur, NPR 20,000 mathi ko order ma Credit Card bata installment ma tirna sakincha. Tapailo bank sanga installment options ko barema sodhnuhos."
Payment garna ko lagi wallet balance use garna sakchu?,Wallet Balance: Esewa and Khalti wallet balances can be used for payment. Usage Tip: Ensure your wallet has sufficient balance.,"Hajur, tapailai Esewa ra Khalti ko wallet balance use garera payment garna sakincha. Wallet ma sufficient balance huna parcha."
Payment garna ko lagi international card use garna sakchu?,International Cards: Accepted for all orders. Usage Tip: Ensure your card is enabled for international transactions.,"Hajur, tapailai international card bata payment garna sakincha. Card international transactions ko lagi enabled huna parcha."
Payment garna ko lagi voucher use garna sakchu?,Voucher Usage: Accepted for all orders. Usage Tip: Enter the voucher code during checkout.,"Hajur, tapailai voucher code use garera payment garna sakincha. Checkout garda voucher code enter garnuhos."
Payment garna ko lagi gift card use garna sakchu?,Gift Card Usage: Accepted for all orders. Usage Tip: Enter the gift card code during checkout.,"Hajur, tapailai gift card use garera payment garna sakincha. Checkout garda gift card code enter garnuhos."
Payment garna ko lagi reward points use garna sakchu?,Reward Points: Accepted for all orders. Usage Tip: Redeem your reward points during checkout.,"Hajur, tapailai reward points use garera payment garna sakincha. Checkout garda reward points redeem garnuhos."
Payment garna ko lagi cashback kasari pauchu?,Cashback: 5% cashback on Esewa and Khalti payments. Usage Tip: Use Esewa or Khalti for cashback.,"Hajur, Esewa ra Khalti bata payment garda 5% cashback paunuhuncha."
Payment garna ko lagi bank offer cha ki nai?,Bank Offers: Check with your bank for ongoing offers. Usage Tip: Use Credit/Debit Card for bank-specific discounts.,"Hajur, tapailo bank ma ongoing offers cha ki nai check garnuhos. Credit/Debit Card use garda bank-specific discounts pauna sakincha."
Payment garna ko lagi mobile app bata garna sakchu?,Mobile App Payment: Available through Esewa and Khalti apps. Usage Tip: Download the app for faster payments.,"Hajur, tapailai Esewa ra Khalti ko mobile app bata payment garna sakincha. App download garnu hola fast payment ko lagi."
Payment garna ko lagi scan and pay option cha?,Scan and Pay: Available for Esewa and Khalti. Usage Tip: Scan the QR code during checkout for faster payment.,"Hajur, tapailai Esewa ra Khalti ko scan and pay option use garera payment garna sakincha. Checkout garda QR code scan garnuhos."
Payment garna ko lagi contactless payment option cha?,Contactless Payment: Available for Credit/Debit Cards with NFC. Usage Tip: Ensure your card supports NFC.,"Hajur, tapailai NFC-supported Credit/Debit Card bata contactless payment garna sakincha. Card ma NFC support huna parcha."
Payment garna ko lagi UPI use garna sakchu?,"UPI Payment: Not supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, UPI bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment garna ko lagi wallet recharge garnu parcha?,Wallet Recharge: Required for Esewa and Khalti payments. Usage Tip: Recharge your wallet before making a payment.,"Hajur, Esewa ra Khalti bata payment garna wallet recharge garnu parcha. Payment garna agadi wallet recharge garnuhos."
Payment garna ko lagi multiple methods combine garna sakchu?,Multiple Payment Methods: Not supported. Usage Tip: Use a single payment method for your order.,"Hajur, multiple payment methods combine garera payment garna mildaina. Ekai payment method use garnuhos."
Payment garna ko lagi partial payment option cha?,Partial Payment: Not supported. Usage Tip: Pay the full amount using a single payment method.,"Hajur, partial payment garna mildaina. Full amount ekai payment method bata tirnu huncha."
Payment garna ko lagi payment link kasari pauchu?,Payment Link: Sent via SMS and email after order confirmation. Usage Tip: Check your spam folder if you don't receive the link.,"Hajur, order confirm bhayo bhane SMS ra email bata payment link paunuhuncha. Spam folder check garnu hola yadi link paunuhunna bhane."
Payment garna ko lagi payment reminder kasari pauchu?,Payment Reminder: Sent via SMS and email 24 hours before payment due date. Usage Tip: Check your spam folder if you don't receive the reminder.,"Hajur, payment due date bata 24 hours agadi SMS ra email bata reminder paunuhuncha. Spam folder check garnu hola yadi reminder paunuhunna bhane."
Payment garna ko lagi payment history kasari hernu?,Payment History: Available in your account dashboard. Usage Tip: Log in to your account to view payment history.,"Hajur, tapailo account dashboard bata payment history herna sakincha. Account ma login garnuhos."
Payment garna ko lagi payment receipt kasari download garna sakchu?,Payment Receipt: Available in your account dashboard. Usage Tip: Log in to your account to download the receipt.,"Hajur, tapailo account dashboard bata payment receipt download garna sakincha. Account ma login garnuhos."
Payment garna ko lagi payment gateway secure cha?,Payment Security: All payments are processed through secure gateways. Usage Tip: Look for the padlock icon in the browser for security.,"Hajur, sabai payments secure gateway bata process huncha. Browser ma padlock icon hernu hola security ko lagi."
Payment garna ko lagi payment error bhayo bhane ke garnu?,Payment Error: Retry after 10 minutes or contact customer care at 01-2345678. Usage Tip: Ensure your payment method is valid.,"Hajur, payment error bhayo bhane 10 minutes pachi feri try garnuhos ya 01-2345678 ma customer care ma samparka garnuhos. Payment method valid huna parcha."
Payment garna ko lagi payment confirmation SMS kasari pauchu?,Payment Confirmation: Sent via SMS and email after successful payment. Usage Tip: Check your spam folder if you don't receive the SMS.,"Hajur, payment successful bhayo bhane SMS ra email bata confirmation paunuhuncha. Spam folder check garnu hola yadi SMS paunuhunna bhane."
Payment garna ko lagi payment due date kasari thaha pauchu?,Payment Due Date: Mentioned in the order confirmation email. Usage Tip: Check your spam folder if you don't receive the email.,"Hajur, order confirmation email ma payment due date mention huncha. Spam folder check garnu hola yadi email paunuhunna bhane."
Payment garna ko lagi payment retry kasari garnu?,Payment Retry: Retry after 10 minutes or use an alternative payment method. Usage Tip: Ensure your payment method is valid.,"Hajur, payment retry garnu bhayo bhane 10 minutes pachi feri try garnuhos ya arko payment method use garnuhos. Payment method valid huna parcha."
Payment garna ko lagi payment limit cha ki nai?,"Payment Limit: No limit for online payments. Cash on Delivery limit: NPR 10,000. Usage Tip: Use online payments for higher amounts.","Hajur, online payment ko lagi limit chaina. Cash on Delivery ko limit NPR 10,000 ho. Badhi amount ko lagi online payment use garnuhos."
Payment garna ko lagi payment currency kasari change garna sakchu?,Currency Change: Not supported. All payments are in NPR. Usage Tip: Use a currency converter for reference.,"Hajur, payment currency change garna mildaina. Sabai payments NPR ma huncha. Currency converter use garnuhos reference ko lagi."
Payment garna ko lagi payment method kasari change garna sakchu?,Payment Method Change: Not supported after order confirmation. Usage Tip: Choose the correct payment method during checkout.,"Hajur, order confirm bhayo bhane payment method change garna mildaina. Checkout garda sahi payment method select garnuhos."
Payment garna ko lagi payment plan kasari set garna sakchu?,"Payment Plan: Available for Credit Card payments on orders above NPR 20,000. Usage Tip: Check with your bank for payment plan options.","Hajur, NPR 20,000 mathi ko order ma Credit Card bata payment plan set garna sakincha. Tapailo bank sanga payment plan options ko barema sodhnuhos."
Payment garna ko lagi payment reminder kasari disable garna sakchu?,Reminder Disable: Not supported. Usage Tip: Pay on time to avoid reminders.,"Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment notification kasari manage garna sakchu?,Notification Management: Available in your account settings. Usage Tip: Log in to your account to manage notifications.,"Hajur, tapailo account settings bata payment notifications manage garna sakincha. Account ma login garnuhos."
Payment garna ko lagi payment dispute kasari resolve garna sakchu?,Dispute Resolution: Contact customer care at 01-2345678. Usage Tip: Provide your order ID and payment details.,"Hajur, payment dispute resolve garna 01-2345678 ma customer care ma samparka garnuhos. Tapailo order ID ra payment details provide garnuhos."
Payment garna ko lagi payment refund kasari track garna sakchu?,Refund Tracking: Available in your account dashboard. Usage Tip: Log in to your account to track refund status.,"Hajur, tapailo account dashboard bata refund status track garna sakincha. Account ma login garnuhos."
Payment garna ko lagi payment confirmation email kasari pauchu?,Payment Confirmation: Sent via email after successful payment. Usage Tip: Check your spam folder if you don't receive the email.,"Hajur, payment successful bhayo bhane email bata confirmation paunuhuncha. Spam folder check garnu hola yadi email paunuhunna bhane."
Payment garna ko lagi payment retry limit kati ho?,Retry Limit: 3 attempts per payment method. Usage Tip: Use an alternative payment method after 3 failed attempts.,"Hajur, payment retry ko limit 3 attempts ho. 3 choti fail bhayo bhane arko payment method use garnuhos."
Payment garna ko lagi payment gateway down bhayo bhane ke garnu?,Gateway Down: Retry after some time or use an alternative payment method. Usage Tip: Check the website for updates.,"Hajur, payment gateway down bhayo bhane kehi samaya pachi feri try garnuhos ya arko payment method use garnuhos. Website ma updates ko lagi hernu hola."
Payment garna ko lagi payment method kasari add garna sakchu?,Add Payment Method: Available in your account settings. Usage Tip: Log in to your account to add a new payment method.,"Hajur, tapailo account settings bata naya payment method add garna sakincha. Account ma login garnuhos."
Payment garna ko lagi payment method kasari remove garna sakchu?,Remove Payment Method: Available in your account settings. Usage Tip: Log in to your account to remove a payment method.,"Hajur, tapailo account settings bata payment method remove garna sakincha. Account ma login garnuhos."
Payment garna ko lagi PayPal use garna sakchu?,"Payment Methods: PayPal is not supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, PayPal bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment garna ko lagi cryptocurrency use garna sakchu?,"Payment Methods: Cryptocurrency is not supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, cryptocurrency bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment garna ko lagi bank transfer garna sakchu?,"Payment Methods: Bank transfer is not supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, bank transfer bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment garna ko lagi UPI use garna sakchu?,"Payment Methods: UPI is not supported. Alternative Methods: Esewa, Khalti, or Credit/Debit Card. Usage Tip: Use Esewa or Khalti for mobile-based payments.","Hajur, UPI bata payment garna mildaina. Tapailai Esewa, Khalti, ya Credit/Debit Card use garna sakincha."
Payment garna ko lagi installment ma tirna sakchu?,"Payment Methods: Installment payment is only available for Credit Card payments on orders above NPR 20,000. Usage Tip: Check with your bank for installment options.","Hajur, installment payment NPR 20,000 mathi ko order ma Credit Card bata matra available cha. Tapailo bank sanga installment options ko barema sodhnuhos."
Payment garna ko lagi partial payment option cha?,Payment Methods: Partial payment is not supported. Usage Tip: Pay the full amount using a single payment method.,"Hajur, partial payment garna mildaina. Full amount ekai payment method bata tirnu huncha."
Payment garna ko lagi multiple methods combine garna sakchu?,Payment Methods: Combining multiple payment methods is not supported. Usage Tip: Use a single payment method for your order.,"Hajur, multiple payment methods combine garera payment garna mildaina. Ekai payment method use garnuhos."
Payment garna ko lagi payment reminder disable garna sakchu?,Payment Reminder: Reminders cannot be disabled. Usage Tip: Pay on time to avoid reminders.,"Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment currency change garna sakchu?,Payment Currency: All payments must be made in NPR. Currency change is not supported. Usage Tip: Use a currency converter for reference.,"Hajur, payment currency change garna mildaina. Sabai payments NPR ma huncha. Currency converter use garnuhos reference ko lagi."
Payment garna ko lagi payment method change garna sakchu?,Payment Method Change: Payment method cannot be changed after order confirmation. Usage Tip: Choose the correct payment method during checkout.,"Hajur, order confirm bhayo bhane payment method change garna mildaina. Checkout garda sahi payment method select garnuhos."
Payment garna ko lagi payment plan set garna sakchu?,"Payment Plan: Payment plans are only available for Credit Card payments on orders above NPR 20,000. Usage Tip: Check with your bank for payment plan options.","Hajur, payment plan NPR 20,000 mathi ko order ma Credit Card bata matra available cha. Tapailo bank sanga payment plan options ko barema sodhnuhos."
Payment garna ko lagi payment dispute resolve garna sakchu?,Payment Dispute: Disputes cannot be resolved automatically. Contact customer care at 01-2345678 for assistance. Usage Tip: Provide your order ID and payment details.,"Hajur, payment dispute resolve garna 01-2345678 ma customer care ma samparka garnuhos. Tapailo order ID ra payment details provide garnuhos."
Payment garna ko lagi payment retry limit cha?,Payment Retry Limit: 3 attempts per payment method. Usage Tip: Use an alternative payment method after 3 failed attempts.,"Hajur, payment retry ko limit 3 attempts ho. 3 choti fail bhayo bhane arko payment method use garnuhos."
Payment garna ko lagi payment gateway down bhayo bhane ke garnu?,Payment Gateway Down: Retry after some time or use an alternative payment method. Usage Tip: Check the website for updates.,"Hajur, payment gateway down bhayo bhane kehi samaya pachi feri try garnuhos ya arko payment method use garnuhos. Website ma updates ko lagi hernu hola."
Payment garna ko lagi payment method kasari add garna sakchu?,Add Payment Method: Not supported. Usage Tip: Use the available payment methods during checkout.,"Hajur, naya payment method add garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment method kasari remove garna sakchu?,Remove Payment Method: Not supported. Usage Tip: Use the available payment methods during checkout.,"Hajur, payment method remove garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment reminder kasari disable garna sakchu?,Payment Reminder: Reminders cannot be disabled. Usage Tip: Pay on time to avoid reminders.,"Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment notification kasari manage garna sakchu?,Notification Management: Not supported. Usage Tip: Log in to your account to check notifications.,"Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi."
Payment garna ko lagi payment refund kasari track garna sakchu?,Refund Tracking: Not supported. Usage Tip: Contact customer care for refund status.,"Hajur, refund status track garna mildaina. Customer care ma samparka garnuhos refund status ko lagi."
Payment garna ko lagi payment confirmation email kasari pauchu?,Payment Confirmation: Not sent automatically. Usage Tip: Check your account dashboard for payment confirmation.,"Hajur, payment confirmation email automatic pathaudaina. Tapailo account dashboard ma confirmation hernu hola."
Payment garna ko lagi payment retry limit kati ho?,Payment Retry Limit: 3 attempts per payment method. Usage Tip: Use an alternative payment method after 3 failed attempts.,"Hajur, payment retry ko limit 3 attempts ho. 3 choti fail bhayo bhane arko payment method use garnuhos."
Payment garna ko lagi payment gateway down bhayo bhane ke garnu?,Payment Gateway Down: Retry after some time or use an alternative payment method. Usage Tip: Check the website for updates.,"Hajur, payment gateway down bhayo bhane kehi samaya pachi feri try garnuhos ya arko payment method use garnuhos. Website ma updates ko lagi hernu hola."
Payment garna ko lagi payment method kasari add garna sakchu?,Add Payment Method: Not supported. Usage Tip: Use the available payment methods during checkout.,"Hajur, naya payment method add garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment method kasari remove garna sakchu?,Remove Payment Method: Not supported. Usage Tip: Use the available payment methods during checkout.,"Hajur, payment method remove garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment reminder kasari disable garna sakchu?,Payment Reminder: Reminders cannot be disabled. Usage Tip: Pay on time to avoid reminders.,"Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment notification kasari manage garna sakchu?,Notification Management: Not supported. Usage Tip: Log in to your account to check notifications.,"Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi."
Payment garna ko lagi payment refund kasari track garna sakchu?,Refund Tracking: Not supported. Usage Tip: Contact customer care for refund status.,"Hajur, refund status track garna mildaina. Customer care ma samparka garnuhos refund status ko lagi."
Payment garna ko lagi payment confirmation email kasari pauchu?,Payment Confirmation: Not sent automatically. Usage Tip: Check your account dashboard for payment confirmation.,"Hajur, payment confirmation email automatic pathaudaina. Tapailo account dashboard ma confirmation hernu hola."
Payment garna ko lagi payment retry limit kati ho?,Payment Retry Limit: 3 attempts per payment method. Usage Tip: Use an alternative payment method after 3 failed attempts.,"Hajur, payment retry ko limit 3 attempts ho. 3 choti fail bhayo bhane arko payment method use garnuhos."
Payment garna ko lagi payment gateway down bhayo bhane ke garnu?,Payment Gateway Down: Retry after some time or use an alternative payment method. Usage Tip: Check the website for updates.,"Hajur, payment gateway down bhayo bhane kehi samaya pachi feri try garnuhos ya arko payment method use garnuhos. Website ma updates ko lagi hernu hola."
Payment garna ko lagi payment method kasari add garna sakchu?,Add Payment Method: Not supported. Usage Tip: Use the available payment methods during checkout.,"Hajur, naya payment method add garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment method kasari remove garna sakchu?,Remove Payment Method: Not supported. Usage Tip: Use the available payment methods during checkout.,"Hajur, payment method remove garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment reminder kasari disable garna sakchu?,Payment Reminder: Reminders cannot be disabled. Usage Tip: Pay on time to avoid reminders.,"Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment notification kasari manage garna sakchu?,Notification Management: Not supported. Usage Tip: Log in to your account to check notifications.,"Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi."
Payment garna ko lagi payment refund kasari track garna sakchu?,Refund Tracking: Not supported. Usage Tip: Contact customer care for refund status.,"Hajur, refund status track garna mildaina. Customer care ma samparka garnuhos refund status ko lagi."
Payment garna ko lagi payment confirmation email kasari pauchu?,Payment Confirmation: Not sent automatically. Usage Tip: Check your account dashboard for payment confirmation.,"Hajur, payment confirmation email automatic pathaudaina. Tapailo account dashboard ma confirmation hernu hola."
Payment garna ko lagi payment retry limit kati ho?,Payment Retry Limit: 3 attempts per payment method. Usage Tip: Use an alternative payment method after 3 failed attempts.,"Hajur, payment retry ko limit 3 attempts ho. 3 choti fail bhayo bhane arko payment method use garnuhos."
Payment garna ko lagi payment gateway down bhayo bhane ke garnu?,Payment Gateway Down: Retry after some time or use an alternative payment method. Usage Tip: Check the website for updates.,"Hajur, payment gateway down bhayo bhane kehi samaya pachi feri try garnuhos ya arko payment method use garnuhos. Website ma updates ko lagi hernu hola."
Payment garna ko lagi payment method kasari add garna sakchu?,Add Payment Method: Not supported. Usage Tip: Use the available payment methods during checkout.,"Hajur, naya payment method add garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
