category,system,instruction,context,question,response
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"hamro tyo trip ta ekdam mazza ko thiyo. pahila hike garera thakai lagyo, tara pachi hotel pugda dherai relax bhaisakyo. sabai le khaana ramailo sanga khaye, ani music ma dance pani garna thalyo.","That trip of ours was so much fun. At first, we got tired from the hike, but once we reached the hotel, we felt very relaxed. Everyone ate together joyfully and then started dancing to the music."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kino ta timro mood dherai off jasto cha? kehi tension cha ki? malai bhan na, sadhai jasari kura garihalcha ta.","Why do you seem so off today? Is something bothering you? Tell me, like you always do."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,mero birthday ma yo patak chai ekdam unexpected surprise bhayo. sabai sathiharu aaye ra ekdam thulo party rakheko rahecha. malai ta birsiyou jasto lagcha bhanera sochda surprise thiyo.,"This time, my birthday was full of unexpected surprises. All my friends came and threw such a big party. When I thought they had forgotten me, it turned out to be a surprise."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,yo semester ta ekdam garho lagyo. assignments haru timely submit garnu parcha ani classes pani miss garna mildaina. tara aba feri yesto busy time ma ramailo garna man lagcha.,"This semester felt really tough. Assignments had to be submitted on time, and classes couldn't be missed. But now I feel like enjoying myself in this busy time."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"hijo hamro gharma ta guest aayeko thiyo. mummy le ekdam mitho khaana banako rahecha. sabai le khayera ta ramailo kura garna thale, aba chai mero room cleaning garna parcha.","We had guests at our house yesterday. Mom had cooked really delicious food. After everyone ate, they started chatting happily. Now I need to clean my room."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kaile kaile ta aba chai afno kaam ma alik santosh lagcha. tara jhan ekdam perfect banauna man lagcha, ani hamro team ko sath pani dherai mazza lagcha.","Sometimes I feel satisfied with my work. But I also want to make it even more perfect, and I really enjoy working with our team."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,kino ta aba dherai confuse jasto lagcha? aajako presentation chai clear bhayo ki ta pheri presentation practice garna parcha?,"Why do you seem so confused now? Was today's presentation clear, or do we need to practice the presentation again?"
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,maile ta sochdai sochaina ki yasto hunecha. aba ta yesto ramailo bhanda ni dherai ramailo samaya jhati bela aaucha ra aaja ko din kasari bishwas garna.,"I never thought it would turn out this way. I can't even believe such a fun time happened, let alone a day like today."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"malai ta ali ali asar pareko jasto lagcha aaja. aba bholi thik huncha ki ta thap rest garna parcha, herna parcha.",I feel like I'm slightly affected today. I'll see if I get better tomorrow or if I need more rest.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,aaja ta sabai dherai excited thiyou. tyo program ma sabai ko performance ta ekdam ramro bhayo ra abha award ko lagi pani dherai curiously parkheko.,"Everyone was very excited today. All the performances at the program were really good, and we were waiting very curiously for the awards."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,hijo ta ekdam thakaithiyo. dherai kaam sakera ghara pugda chai kehi garna man lagena. aba chai ek din full rest lina parcha.,"Yesterday was so exhausting. After finishing so much work and getting home, I didnâ€™t feel like doing anything. I think I need a full day of rest now."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,hijo ta traffic ma jhan dherai time bitayo. kaile ghar pugcha bhanera sochda sochda ta dinai bitne jasto lagyo. aba ta office bata time ma niskinu parcha jasto cha.,"Yesterday, I spent so much time in traffic. I felt like the whole day would pass just waiting to get home. I think I'll need to leave the office on time from now on."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja ta aba hiking ko plan discuss garna thalnu parcha. ko ko janecha ani kati time lagi pugne, sabai kura thik cha ki bhanera confirm garna parcha.","We need to start discussing the hiking plan today. Who's going, how long it will take to reach, and whether everything is setâ€”all of this needs to be confirmed."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo tyo purano restaurant jasto ramro cha ki chaina, aba herne bela cha. maile ta ali simple order gare, timro dish chai ekdam fancy dekhincha.","Is this place as good as that old restaurant? We'll find out now. I ordered something simple, but your dish looks really fancy."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,hijo hamro group meeting ekdam productive lagyo. sabai jana le ramro idea share gare ra aba yo project ma kasari progress garne bhanera clear plan banayo.,"Yesterday's group meeting felt very productive. Everyone shared great ideas, and now we have a clear plan on how to make progress with the project."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,kina ta mero phone nai ring garena? ma ta expect gardai thiye ki timro message aaucha. aba ta email pathaula bhanera herda ta tyo ni chaina.,"Why didn't my phone ring? I was expecting a message from you. Then I checked, thinking you might have sent an email, but there was nothing there either."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo cycle chalnu chai ekdam fun lagyo. pahila ta ali garho jasto lagyo, tara aba chai ramailo huncha jasto lagcha. aba chai bholi pheri try garna man lagcha.","Riding this cycle was really fun. At first, it felt a bit difficult, but now I think it's going to be enjoyable. I want to try it again tomorrow."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,ke timi bhanda ramailo manche arko cha? tyo joke sunera ta ma ta hasaera faint nai hune jasto bhae. aba chai aru jokes pani share gar hai.,"Is there anyone more fun than you? Listening to that joke, I almost fainted from laughing. Now share more jokes, okay?"
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,padhai ko kura garne ho bhanera sochi raheko thiye. tara ajkal ta sabai distractions le time khadai cha. aba ta schedule thik banayera padhnu parcha.,"I was thinking of talking about studies. But these days, distractions are eating up all the time. Now I really need to make a proper schedule and study."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"timi kahile dekheko thiyou mero childhood photos? ma ta ekdam curious chu, kina bhane mero purano style ta ali funny lagcha.",When did you see my childhood photos? I'm really curious because my old style seems kind of funny to me.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"maile ta aaja sathiharu sanga dherai ramailo gare. pahila ta football khele, ani cafe ma gayera coffee sanga jokes share garera time bitayo.","I had a lot of fun with my friends today. First, we played football, and then we went to a cafÃ©, had coffee, and shared jokes to pass the time."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina ta computer slow cha aaja? maile ta file download garna try gare, tara dherai bela samma kaam garna mildaina jasto cha.","Why is the computer so slow today? I tried downloading a file, but it feels like I won't be able to get much work done for a long time."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"mero bichar ma ta aba kehi badi savings garna suru garna parcha. aba agadi ta dherai expenses aune jasto lagcha, ani planning sabai thik huncha bhanera bishwas cha.","I think I need to start saving more now. It seems like there will be a lot of expenses ahead, but I believe everything will work out with proper planning."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"timi sangai ghumna ta ekdam fun huncha. maile ta ajkal heraera place suggestions ko list banako chu, aba ta sangai plan banau hai.","Going out with you is so much fun. I've recently made a list of suggested places, so now let's plan together, okay?"
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja maile mero gym routine change gare. pahila ta light exercise thiyo, aba chai ekdam heavy workout start gareko chu, ani dherai fresh feel hunchha.","Today, I changed my gym routine. It used to be light exercises before, but now I've started doing heavy workouts, and I feel really refreshed."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kino ta aba sabai friends busy bhae? maile ta aaja group chat ma message patha, tara ekdam late reply ayo. sabai ko schedule different bhaera hola.","Why is everyone so busy these days? I sent a message to the group chat today, but the replies came really late. Maybe everyone's schedules are different."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo new cafÃ© try garna man lagcha. online ma reviews ta ramro cha bhaneko dekheko, aba chai hamro experience ramro huncha ki ta herum.","I feel like trying this new cafÃ©. I saw online that it has good reviews, so let's see if we have a good experience."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"maile ta bike ride ekdam enjoy gare. pahilo patak ta ali nervous bhae, tara aba chai ramailo lagcha. aba ta aru places ma ride jane plan cha.","I really enjoyed the bike ride. At first, I was a bit nervous, but now it feels exciting. I'm planning to ride to other places now."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja maile ekdam thulo mistake gare jasto lagcha. maile ta sochi rakheko thiyo ki sabai thik cha, tara aba ta afno judgement ma doubt huna thalyo.","I feel like I made a big mistake today. I thought everything was fine, but now I'm starting to doubt my own judgment."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kaile kaile ta yo season ma dherai boring lagcha. baira pani dherai jado cha, ani ghar ma basda chai kehi productive garna man lagdaina.","Sometimes, this season feels very boring. It's very cold outside, and staying at home doesn't make me feel like doing anything productive."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,aaja hamro family gathering ekdam ramailo thiyo. sabai jana sanga basera pura purana stories sunera ta ekdam nostalgic feel hune bhayo.,Today's family gathering was so enjoyable. Sitting together and listening to old stories made me feel so nostalgic.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"hijo ko din ta ekdam hectic thiyo. office ma kaam ko pressure dherai thiyo, aba ta ghar ma pugera relax hunu parcha bhanera socheko, tara kitchen ma ekdam jhanjhat bhayo.","Yesterday was such a hectic day. There was so much pressure at the office, and I thought I could relax after reaching home, but the kitchen was a mess."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,timi ta euta talented person chau. tyo artwork maile herera ta ekdam impressed bhae. aba chai timro karya ekdam professional level ko huncha jasto lagcha.,You're such a talented person. I was really impressed after seeing that artwork. I feel like your work will reach a very professional level now.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina ta aaja school ko function ma tension liya? sabai ta confident dekhi rahe thiyou, ani timro speech ta ekdam ramro lagyo.","Why were you so stressed at the school function today? You looked so confident, and your speech was really good."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,yo week ta pura busy thiyo. maile ekdam dherai kaam manage garna parcha bhanera sochi raheko thiye. aba chai bholi ekdin ramailo time lincha bhanera plan banako.,This week was completely busy. I kept thinking about how I had to manage so much work. Now I've planned to take a fun day tomorrow.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,aaja shopping mall ma dherai crowded thiyo. tyo offer ko lagi sabaile line lagya jasto lagyo. aba ta online shopping nai ramro ho jasto cha.,The mall was so crowded today. It seemed like everyone was lining up for that offer. I feel like online shopping is better now.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo movie ekdam ramro thiyo. story line ta interesting thiyo, tara last part ma chai ali confuse garne twist rakhya jasto lagcha.","This movie was really good. The storyline was interesting, but the last part had a twist that felt a bit confusing."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina ta aba sabai jana ko timing mismatch bhae jasto lagcha? padhai ko routine ta ekdam tight cha, tara friends sanga ta bhetne time pani milcha jasto lagdaina.","Why does it feel like everyone's timing is mismatched now? My study routine is really tight, and I feel like I won't even get time to meet friends."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"bholi ta hiking ko lagi sabai ready cha. malai chai bag pack garna alik tension lagiraheko cha, kina bhane ekdam dherai items rakhnu parcha.",Everything is ready for tomorrow's hike. I'm a bit stressed about packing my bag because there are so many items to take.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,maile ta tyo recipe ekdam carefully follow gare. aba chai khaana sabai le enjoy garne ho ki bhanera curious lagiraheko cha.,I followed that recipe very carefully. Now I'm curious if everyone will enjoy the food.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja meeting ma ekdam productive ideas aaye. presentation pani clear thiyo, ani aba chai hamro next step ma kaam suru garna thalna parcha.","Today's meeting brought a lot of productive ideas. The presentation was clear too, and now we need to start working on the next steps."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"timi sanga ghumna ekdam ramailo lagcha. hamro photo shoot pani mazza ko thiyo, ani aba chai insta ma post garne bela aayo.","Hanging out with you is so much fun. Our photoshoot was great too, and now it's time to post it on Instagram."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"hijo ta ma dherai late sutchu bhanera ramailo movie herna suru gare. tara aba ta subha office ko timing manage garna parcha, bistarai pura movie herchu bhaneko chu.","Last night, I started watching a fun movie, thinking I'd sleep late. But now I need to manage my morning office timings, so I'll watch the rest gradually."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo event organize garna ekdam mehnat lagyo. sabai le support gare, tara aba feedback collection garna important cha ki aba future ma arko event improve garna.","Organizing this event took a lot of effort. Everyone supported it, but now collecting feedback is important to improve the next event in the future."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,padhai ta maile prioritize gareko thiye. tara ajkal distractions dherai bhae jasto lagcha. aba chai complete focus le kaam garna parcha bhanera schedule set gareko chu.,"I had prioritized my studies. But these days, it feels like there are too many distractions. Now I've set a schedule to work with complete focus."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kino ta yo weather dherai unpredictable lagcha? maile ta umbrella lagera niskeko thiyen, tara aba ta ekdam dhoop nikalyo.","Why does this weather feel so unpredictable? I left home with an umbrella, but now it's so sunny."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"hamro team meeting ma ekdam positive vibes thiyo. sabai le creative ideas share gare, ani aba chai yo project ekdam smoothly complete huncha jasto lagcha.","Our team meeting had really positive vibes. Everyone shared creative ideas, and now I feel like this project will be completed very smoothly."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"malai ta hiking ekdam ramailo lagcha. aba chai timi sangai aru places explore garna man lagcha, kina ki group ma ta energy dherai mazza ko huncha.",I find hiking very enjoyable. Now I want to explore other places with you because being in a group makes the energy so much fun.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja maile tyo task complete garna pura dedication rakhe. pura plan follow gare, ani result pani expected jasari ramro aayo.","Today, I dedicated myself fully to completing that task. I followed the entire plan, and the result turned out as good as expected."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kino ta aba sabai jana thakai lage jasto lagcha? maile ta dinner plan suggest gare, tara timro response ekdam low jasto thiyo.","Why does it feel like everyone is so tired now? I suggested a dinner plan, but your response seemed very low."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo semester ma ekdam dherai kaam cha. assignments ta ek pachi arko aaudai cha, aba chai time manage garna ekdam ramro habit develop garna parcha.","This semester has so much work. Assignments keep coming one after another, and now I really need to develop good time management habits."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,hijo ko din ta ekdam interesting thiyo. maile ekdam purano school friend sanga bhetne chance paye. kati memories flashback ma aaye jasto lagyo.,Yesterday was such an interesting day. I got the chance to meet an old school friend. It felt like so many memories came back in a flash.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja maile naya recipe try gareko. yo ekdam challenging lagyo, tara result ekdam ramro aayo. sabai le ta maile professional chef ho jasto bhanda.","I tried a new recipe today. It felt quite challenging, but the result turned out amazing. Everyone said it looked like I was a professional chef."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina ta aba public transport ma dherai time lagcha jasto lagcha? maile ta pahila 30 minute ma pugne bhaneko thiyo, aba ta ek ghanta lagcha.","Why does it feel like public transport takes so much time these days? It used to take me 30 minutes before, but now it takes an hour."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo baar ta hiking ma sabai unexpected cheez dekhe. ekdam sundar waterfalls thiyo, ani forest ko vibes pani peaceful lagyo.","This time during the hike, I saw so many unexpected things. There was a beautiful waterfall, and the forest vibes felt so peaceful."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,yo season ma chai festivals ko vibes dherai ramailo huncha. malai ta afno relatives sanga gayera celebrations garna ekdam fun lagcha.,This season has such festive vibes. I really enjoy visiting my relatives and celebrating together.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina aba sabai friends busy huncha jasto lagcha? maile group hangout plan gareko thiyo, tara timiharu ko time milna ekdam difficult bhaecha.","Why does it feel like all my friends are so busy these days? I had planned a group hangout, but it's been so difficult to match your schedules."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,maile ta bholi ko exam ko lagi ekdam hard study gareko chu. aba chai relaxation ko lagi ali TV herna parcha jasto lagcha.,I've studied really hard for tomorrow's exam. Now I feel like I need to watch some TV to relax.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,aaja ko weather ta ekdam ramailo lagcha. haina timi chai k garna sochiraheko cha? aba ta baira gayera ramailo garna plan gara hai.,Today's weather feels so nice. What are you planning to do? Let's plan something fun outside now.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo project ekdam challenging lagcha. malai chai pahila kasari complete garne bhanera thaha thiyena, tara aba chai teamwork le sabai easy banayo.","This project feels really challenging. I had no idea how to complete it at first, but teamwork has made everything easier."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,timi ta ekdam support garne manche chau. maile jati difficult phase ma bhaye ni timro help le ekdam motivate huncha.,"You are such a supportive person. No matter how difficult my phase is, your help really motivates me."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kino ta aba subha breakfast ko importance feel huna thalyo? pahila ta ma ignore garthye, tara aba energy ekdam difference huncha jasto lagcha.","Why do I feel the importance of breakfast now? I used to ignore it before, but now it feels like there's a big difference in energy levels."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja ko match ekdam intense thiyo. maile chai pura game herne time payen, ani hamro team ko performance pani ramro lagyo.","Today's match was so intense. I managed to watch the entire game, and our team's performance was really good."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"bholi ko trip ko excitement ta ekdam high cha. maile ta packing almost complete gare, ani aba chai departure time ko wait matra cha.","The excitement for tomorrow's trip is so high. I've almost completed packing, and now I'm just waiting for the departure time."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,hijo ko rain ta ekdam heavy thiyo. ma ta ghar ma basera chai ekdam peaceful feel gare. chai pani sanga coffee le ta mood relax hune.,Yesterday's rain was so heavy. I stayed home and felt so peaceful. Rain and coffee really helped me relax.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,yo weekend ta maile kehi different garne sochi raheko chu. aba chai nature ma gayera thoda fresh air enjoy garna man lagcha.,"This weekend, I'm thinking of doing something different. I feel like going out into nature and enjoying some fresh air."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo saal ta ekdam memories create hune jasto lagcha. sabai new experiences ko lagi ready hunu parcha, ani aba chai positivity le aagadi badhne bela cha.","This year feels like it will be full of memories. We have to be ready for new experiences, and now it's time to move forward with positivity."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,aaja maile ekdam inspirational book padhna suru gare. aba chai productive thoughts le pura routine ramro huncha jasto feel huna thalyo.,I started reading a very inspirational book today. Now I feel like productive thoughts will make my whole routine better.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo art gallery ko visit ekdam meaningful lagyo. ma ta creative energy ko feel garna thale, ani aba chai afno artwork ma kasari improve garne bhanera socheko chu.","Visiting this art gallery felt so meaningful. I started feeling creative energy, and now I'm thinking about how to improve my own artwork."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina ta travelling ko vibes aba interesting lagcha? pahila ta ma hesitant thiyen, tara aba chai destinations ko list banauna man lagcha.","Why does traveling feel so interesting now? I used to be hesitant, but now I feel like making a list of destinations."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,yo year ma ta ekdam dherai changes dekhnu parcha. afno life goals achieve garna ko lagi aba chai determination le kaam suru garna parcha.,"This year, I need to see a lot of changes. To achieve my life goals, I need to start working with determination."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"maile ta aba healthy lifestyle ko lagi thulo decision liye. aba ta morning walk, balanced diet, ani daily exercise suru garna parcha. yo time ekdam serious huney bela cha.","I've made a big decision for a healthy lifestyle. Now I need to start morning walks, a balanced diet, and daily exercise. It's time to get really serious."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,kina ta ekdam sasto deal herda maile online shopping gare. tara aba chai product aayera ramro quality hune ho ki bhanera tension lagiraheko cha.,I shopped online after seeing a really cheap deal. But now I'm worried if the product will be of good quality when it arrives.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,aaja maile childhood ka memories herda pura emotional feel bhaye. tyo purano photo album le ta ekdam nostalgic feel diyo.,"Today, I felt completely emotional looking at childhood memories. That old photo album made me feel so nostalgic."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"bholi ko presentation ekdam important cha. maile pura preparation garna time lagako chu, tara aba confidence level build garna focus garnu parcha.","Tomorrow's presentation is very important. I've spent time preparing for it, but now I need to focus on building my confidence."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina aba tyo series ko last episode ma ekdam suspense rakheko jasto lagcha? maile ta pura binge-watch gare, tara last ma chai ali incomplete feel huna thalyo.","Why does it feel like the last episode of that series ended with so much suspense? I binge-watched the whole thing, but the ending felt a bit incomplete."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja ko day off ekdam productive lagyo. maile ghar ka sabai chores complete gare, ani aba chai ekta relaxing movie herera time pass garna plan gareko chu.","Today's day off felt very productive. I finished all the household chores, and now I've planned to relax and watch a movie."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"hijo maile ekdam ramailo book padhna suru gare. aba ta storyline ma pura interested bhae jasto lagcha, ani maile chai bholi time nikali sakera finish garna parcha.","Yesterday, I started reading such an interesting book. Now I'm completely hooked on the storyline, and I need to make time to finish it tomorrow."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina aba yo year ma ekdam unexpected changes bhae jasto lagcha? maile ta pura goals set gare, tara tyo obstacles le thoda challenging banayo.","Why does it feel like this year brought so many unexpected changes? I set all my goals, but the obstacles made things a bit challenging."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,yo week ta pura stressful lagyo. ma ta weekend ma ekdam relaxed vibes ko lagi plan garna socheko chu. chai spa day ramro option ho jasto lagcha.,This week felt completely stressful. I'm thinking of planning something with relaxed vibes this weekend. A spa day seems like a good option.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,bholi ko family gathering ekdam exciting cha. malai ta relatives ko new stories sunna ani ramailo games ma participate garna man lagcha.,Tomorrow's family gathering is very exciting. I want to listen to my relatives' new stories and participate in fun games.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,aaja office ma team bonding activities ekdam fun thiyo. maile chai collaboration ma kasari efficiently kaam garna sakcha bhanera sikhe.,Today's team bonding activities at the office were so much fun. I learned how we can collaborate efficiently.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina ta aba travel planning ma dherai time lagcha? maile ta pura itinerary ready banaye, tara bookings ma chai thoda confusion bhae jasto cha.","Why does it take so much time to plan travel these days? I prepared the entire itinerary, but there seems to be some confusion with the bookings."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,yo saal ma ekdam dherai festivals enjoy garna paye. malai chai sabai cultural vibes ekdam fresh ani energetic feel huncha.,"This year, I got to enjoy so many festivals. All the cultural vibes make me feel so refreshed and energetic."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo assignment complete garna ta pura dedication lagcha. ma ta last minute procrastination garna banda gare, ani aba chai disciplined routine banauna parcha.","This assignment requires complete dedication. I've stopped last-minute procrastination, and now I need to create a disciplined routine."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja hiking route ta unexpected thiyo. maile ta ekdam new trail explore gare, ani tyo waterfall ko beauty chai unforgettable thiyo.","Today's hiking route was unexpected. I explored a completely new trail, and the beauty of that waterfall was unforgettable."
