category,context,question,response
RAG,"Product Details: name: Sony Xperia 1 IV, price: 170000, stock: False, description: 6.5-inch 4K OLED display, Snapdragon 8 Gen 1, 12GB RAM, 256GB storage, triple-camera system.",Sony Xperia 1 IV ko description ma k k xa?,"Sony Xperia 1 IV ko description ma 6.5-inch 4K OLED display, Snapdragon 8 Gen 1, 12GB RAM, 256GB storage, ra triple-camera system xa."
RAG,"Product Details: name: JBL Charge 5, price: 15000, stock: True, description: Portable Bluetooth speaker, IP67 waterproof, 20-hour battery life, PartyBoost for stereo sound.",JBL Charge 5 ko price kati ho?,JBL Charge 5 ko price Rs. 15000 ho.
RAG,"Product Details: name: JBL Charge 5, price: 15000, stock: True, description: Portable Bluetooth speaker, IP67 waterproof, 20-hour battery life, PartyBoost for stereo sound.",JBL Charge 5 stock ma xa?,"Hajur, JBL Charge 5 stock ma available xa."
RAG,"Product Details: name: Fujifilm X-T4, price: 180000, stock: True, description: Mirrorless camera, 26.1MP sensor, 4K video, in-body image stabilization, weather-resistant design.",Fujifilm X-T4 ko description ma k k xa?,"Fujifilm X-T4 ko description ma mirrorless camera, 26.1MP sensor, 4K video, in-body image stabilization, ra weather-resistant design xa."
RAG,"Product Details: name: Fujifilm X-T4, price: 180000, stock: True, description: Mirrorless camera, 26.1MP sensor, 4K video, in-body image stabilization, weather-resistant design.",Fujifilm X-T4 ko price kati ho?,Fujifilm X-T4 ko price Rs. 180000 ho.
RAG,"Product Details: name: SteelSeries Arctis 7, price: 20000, stock: True, description: Wireless gaming headset, 24-hour battery life, DTS Headphone:X 2.0, ClearCast microphone.",SteelSeries Arctis 7 ko stock ma xa?,"Hajur, SteelSeries Arctis 7 stock ma available xa."
RAG,"Product Details: name: SteelSeries Arctis 7, price: 20000, stock: True, description: Wireless gaming headset, 24-hour battery life, DTS Headphone:X 2.0, ClearCast microphone.",SteelSeries Arctis 7 ko description ma k k xa?,"SteelSeries Arctis 7 ko description ma wireless gaming headset, 24-hour battery life, DTS Headphone:X 2.0, ra ClearCast microphone xa."
RAG,"Product Details: name: GoPro Hero 10 Black, price: 60000, stock: True, description: Action camera, 5.3K video, HyperSmooth 4.0 stabilization, waterproof up to 33ft.",GoPro Hero 10 Black ko price kati ho?,GoPro Hero 10 Black ko price Rs. 60000 ho.
RAG,"Product Details: name: GoPro Hero 10 Black, price: 60000, stock: True, description: Action camera, 5.3K video, HyperSmooth 4.0 stabilization, waterproof up to 33ft.",GoPro Hero 10 Black stock ma xa?,"Hajur, GoPro Hero 10 Black stock ma available xa."
RAG,"Product Details: name: MSI GF63 Thin, price: 120000, stock: True, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, NVIDIA GTX 1650, gaming laptop.",MSI GF63 Thin ko description ma k k xa?,"MSI GF63 Thin ko description ma 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, NVIDIA GTX 1650, ra gaming laptop xa."
RAG,"Product Details: name: MSI GF63 Thin, price: 120000, stock: True, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, NVIDIA GTX 1650, gaming laptop.",MSI GF63 Thin ko price kati ho?,MSI GF63 Thin ko price Rs. 120000 ho.
RAG,"Product Details: name: Nintendo Switch OLED, price: 50000, stock: False, description: Gaming console, 7-inch OLED display, 64GB storage, detachable Joy-Con controllers.",Nintendo Switch OLED ko stock ma xa?,"Hajur, Nintendo Switch OLED stock ma available xaina."
RAG,"Product Details: name: Nintendo Switch OLED, price: 50000, stock: False, description: Gaming console, 7-inch OLED display, 64GB storage, detachable Joy-Con controllers.",Nintendo Switch OLED ko description ma k k xa?,"Nintendo Switch OLED ko description ma gaming console, 7-inch OLED display, 64GB storage, ra detachable Joy-Con controllers xa."
RAG,"Product Details: name: DJI Mini 3 Pro, price: 120000, stock: True, description: Compact drone, 4K camera, 34-minute flight time, obstacle avoidance, lightweight design.",DJI Mini 3 Pro ko price kati ho?,DJI Mini 3 Pro ko price Rs. 120000 ho.
RAG,"Product Details: name: DJI Mini 3 Pro, price: 120000, stock: True, description: Compact drone, 4K camera, 34-minute flight time, obstacle avoidance, lightweight design.",DJI Mini 3 Pro stock ma xa?,"Hajur, DJI Mini 3 Pro stock ma available xa."
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max ko spec vanidinu,"iPhone 14 Pro Max ko spec ma 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, ra triple-camera system xa."
RAG,"Product Details: name: Samsung Galaxy S22 Ultra, price: 180000, stock: True, description: 6.8-inch Dynamic AMOLED 2X display, 108MP camera, S Pen included, 5000mAh battery.",Samsung Galaxy S22 Ultra ko barema jankari dinu,"Samsung Galaxy S22 Ultra ko barema jankari ma 6.8-inch Dynamic AMOLED 2X display, 108MP camera, S Pen included, ra 5000mAh battery xa."
RAG,"Product Details: name: HP Pavilion 15, price: 120000, stock: False, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, backlit keyboard.",HP Pavilion 15 ko barema thap jankari dinu,"HP Pavilion 15 ko barema thap jankari ma 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, ra backlit keyboard xa."
RAG,"Product Details: name: Sony WH-1000XM4, price: 35000, stock: True, description: Wireless noise-canceling headphones, 30-hour battery life, touch sensor controls.",Sony WH-1000XM4 ko description dinu,"Sony WH-1000XM4 ko description ma wireless noise-canceling headphones, 30-hour battery life, ra touch sensor controls xa."
RAG,"Product Details: name: MacBook Air M1, price: 150000, stock: True, description: 13.3-inch Retina display, Apple M1 chip, 8GB RAM, 256GB SSD.",MacBook Air M1 ko spec vanidinu,"MacBook Air M1 ko spec ma 13.3-inch Retina display, Apple M1 chip, 8GB RAM, ra 256GB SSD xa."
RAG,"Product Details: name: LG OLED C1 55-inch, price: 220000, stock: True, description: 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, HDMI 2.1.",LG OLED C1 55-inch ko barema jankari dinu,"LG OLED C1 55-inch ko barema jankari ma 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, ra HDMI 2.1 xa."
RAG,"Product Details: name: Apple Watch Series 8, price: 80000, stock: True, description: 45mm GPS + Cellular, blood oxygen sensor, ECG app, always-on Retina display.",Apple Watch Series 8 ko barema thap jankari dinu,"Apple Watch Series 8 ko barema thap jankari ma 45mm GPS + Cellular, blood oxygen sensor, ECG app, ra always-on Retina display xa."
RAG,"Product Details: name: Xiaomi Mi Band 7, price: 5000, stock: True, description: Fitness tracker, 1.62-inch AMOLED display, 120 sports modes, 14-day battery life.",Xiaomi Mi Band 7 ko description dinu,"Xiaomi Mi Band 7 ko description ma fitness tracker, 1.62-inch AMOLED display, 120 sports modes, ra 14-day battery life xa."
RAG,"Product Details: name: Canon EOS R6, price: 250000, stock: True, description: Mirrorless camera, 20.1MP sensor, 4K video recording, dual pixel autofocus.",Canon EOS R6 ko spec vanidinu,"Canon EOS R6 ko spec ma mirrorless camera, 20.1MP sensor, 4K video recording, ra dual pixel autofocus xa."
RAG,"Product Details: name: Dell XPS 13, price: 180000, stock: True, description: 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, InfinityEdge display.",Dell XPS 13 ko barema jankari dinu,"Dell XPS 13 ko barema jankari ma 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, ra InfinityEdge display xa."
RAG,"Product Details: name: Bose QuietComfort 45, price: 30000, stock: True, description: Wireless noise-canceling headphones, 24-hour battery life, TriPort acoustic architecture.",Bose QuietComfort 45 ko barema thap jankari dinu,"Bose QuietComfort 45 ko barema thap jankari ma wireless noise-canceling headphones, 24-hour battery life, ra TriPort acoustic architecture xa."
RAG,"Product Details: name: Sony PlayStation 5, price: 100000, stock: False, description: Next-gen gaming console, 4K UHD Blu-ray, 825GB SSD, DualSense wireless controller.",Sony PlayStation 5 ko description dinu,"Sony PlayStation 5 ko description ma next-gen gaming console, 4K UHD Blu-ray, 825GB SSD, ra DualSense wireless controller xa."
RAG,"Product Details: name: Asus ROG Zephyrus G14, price: 250000, stock: True, description: 14-inch QHD display, AMD Ryzen 9, 16GB RAM, 1TB SSD, NVIDIA RTX 3060, gaming laptop.",Asus ROG Zephyrus G14 ko spec vanidinu,"Asus ROG Zephyrus G14 ko spec ma 14-inch QHD display, AMD Ryzen 9, 16GB RAM, 1TB SSD, NVIDIA RTX 3060, ra gaming laptop xa."
RAG,"Product Details: name: JBL Flip 6, price: 12000, stock: True, description: Portable Bluetooth speaker, IP67 waterproof, 12-hour battery life, PartyBoost for stereo sound.",JBL Flip 6 ko barema jankari dinu,"JBL Flip 6 ko barema jankari ma portable Bluetooth speaker, IP67 waterproof, 12-hour battery life, ra PartyBoost for stereo sound xa."
RAG,"Product Details: name: Nikon Z50, price: 110000, stock: True, description: Mirrorless camera, 20.9MP sensor, 4K video, tilting touchscreen, compact design.",Nikon Z50 ko barema thap jankari dinu,"Nikon Z50 ko barema thap jankari ma mirrorless camera, 20.9MP sensor, 4K video, tilting touchscreen, ra compact design xa."
RAG,"Product Details: name: Logitech G502 Hero, price: 10000, stock: True, description: Gaming mouse, 11 programmable buttons, RGB lighting, adjustable weight system.",Logitech G502 Hero ko description dinu,"Logitech G502 Hero ko description ma gaming mouse, 11 programmable buttons, RGB lighting, ra adjustable weight system xa."
RAG,"Product Details: name: DJI Mavic Air 2, price: 150000, stock: True, description: Drone with 4K camera, 34-minute flight time, 10km HD video transmission, intelligent shooting modes.",DJI Mavic Air 2 ko spec vanidinu,"DJI Mavic Air 2 ko spec ma drone with 4K camera, 34-minute flight time, 10km HD video transmission, ra intelligent shooting modes xa."
RAG,"Product Details: name: Samsung Galaxy Buds 2, price: 18000, stock: True, description: True wireless earbuds, ANC, 20-hour battery life, lightweight design.",Samsung Galaxy Buds 2 ko barema jankari dinu,"Samsung Galaxy Buds 2 ko barema jankari ma true wireless earbuds, ANC, 20-hour battery life, ra lightweight design xa."
RAG,"Product Details: name: Xbox Series X, price: 90000, stock: False, description: Next-gen gaming console, 4K gaming, 1TB SSD, backward compatibility, Xbox Game Pass.",Xbox Series X ko barema thap jankari dinu,"Xbox Series X ko barema thap jankari ma next-gen gaming console, 4K gaming, 1TB SSD, backward compatibility, ra Xbox Game Pass xa."
RAG,"Product Details: name: GoPro Hero 10 Black, price: 60000, stock: True, description: Action camera, 5.3K video, HyperSmooth 4.0 stabilization, waterproof up to 33ft.",GoPro Hero 10 Black ko description dinu,"GoPro Hero 10 Black ko description ma action camera, 5.3K video, HyperSmooth 4.0 stabilization, ra waterproof up to 33ft xa."
RAG,"Product Details: name: Google Pixel 7, price: 120000, stock: True, description: 6.3-inch FHD+ OLED display, Tensor G2 chip, 8GB RAM, 128GB storage, dual-camera system.",Google Pixel 7 ko spec vanidinu,"Google Pixel 7 ko spec ma 6.3-inch FHD+ OLED display, Tensor G2 chip, 8GB RAM, 128GB storage, ra dual-camera system xa."
RAG,"Product Details: name: Acer Nitro 5, price: 130000, stock: True, description: 15.6-inch FHD display, Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GTX 1650, gaming laptop.",Acer Nitro 5 ko barema jankari dinu,"Acer Nitro 5 ko barema jankari ma 15.6-inch FHD display, Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GTX 1650, ra gaming laptop xa."
RAG,"Product Details: name: Sony Xperia 5 IV, price: 140000, stock: False, description: 6.1-inch OLED display, Snapdragon 8 Gen 1, 8GB RAM, 128GB storage, triple-camera system.",Sony Xperia 5 IV ko barema thap jankari dinu,"Sony Xperia 5 IV ko barema thap jankari ma 6.1-inch OLED display, Snapdragon 8 Gen 1, 8GB RAM, 128GB storage, ra triple-camera system xa."
RAG,"Product Details: name: Bose SoundLink Revolve, price: 25000, stock: True, description: 360-degree Bluetooth speaker, 12-hour battery life, water-resistant, voice assistant support.",Bose SoundLink Revolve ko description dinu,"Bose SoundLink Revolve ko description ma 360-degree Bluetooth speaker, 12-hour battery life, water-resistant, ra voice assistant support xa."
RAG,"Product Details: name: Fujifilm X-T30, price: 110000, stock: True, description: Mirrorless camera, 26.1MP sensor, 4K video, compact design, tilting touchscreen.",Fujifilm X-T30 ko spec vanidinu,"Fujifilm X-T30 ko spec ma mirrorless camera, 26.1MP sensor, 4K video, compact design, ra tilting touchscreen xa."
RAG,"Product Details: name: Razer BlackWidow V3 Pro, price: 20000, stock: True, description: Wireless mechanical gaming keyboard, RGB lighting, programmable macros, durable build.",Razer BlackWidow V3 Pro ko barema jankari dinu,"Razer BlackWidow V3 Pro ko barema jankari ma wireless mechanical gaming keyboard, RGB lighting, programmable macros, ra durable build xa."
RAG,"Product Details: name: Sony WH-CH720N, price: 18000, stock: True, description: Wireless noise-canceling headphones, 35-hour battery life, Bluetooth, lightweight design.",Sony WH-CH720N ko barema thap jankari dinu,"Sony WH-CH720N ko barema thap jankari ma wireless noise-canceling headphones, 35-hour battery life, Bluetooth, ra lightweight design xa."
RAG,"Product Details: name: DJI Mini 2, price: 80000, stock: True, description: Compact drone, 4K camera, 31-minute flight time, lightweight design, easy to fly.",DJI Mini 2 ko description dinu,"DJI Mini 2 ko description ma compact drone, 4K camera, 31-minute flight time, lightweight design, ra easy to fly xa."
RAG,"Product Details: name: MSI GF65 Thin, price: 140000, stock: True, description: 15.6-inch FHD display, Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA RTX 3060, gaming laptop.",MSI GF65 Thin ko spec vanidinu,"MSI GF65 Thin ko spec ma 15.6-inch FHD display, Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA RTX 3060, ra gaming laptop xa."
RAG,"Product Details: name: Nintendo Switch Lite, price: 30000, stock: True, description: Handheld gaming console, 5.5-inch touchscreen, 32GB storage, lightweight design.",Nintendo Switch Lite ko barema jankari dinu,"Nintendo Switch Lite ko barema jankari ma handheld gaming console, 5.5-inch touchscreen, 32GB storage, ra lightweight design xa."
RAG,"Product Details: name: JBL Clip 4, price: 8000, stock: True, description: Portable Bluetooth speaker, IP67 waterproof, 10-hour battery life, carabiner hook.",JBL Clip 4 ko barema thap jankari dinu,"JBL Clip 4 ko barema thap jankari ma portable Bluetooth speaker, IP67 waterproof, 10-hour battery life, ra carabiner hook xa."
RAG,"Product Details: name: Canon EOS M200, price: 70000, stock: True, description: Mirrorless camera, 24.1MP sensor, 4K video, flip-up touchscreen, compact design.",Canon EOS M200 ko description dinu,"Canon EOS M200 ko description ma mirrorless camera, 24.1MP sensor, 4K video, flip-up touchscreen, ra compact design xa."
RAG,"Product Details: name: SteelSeries Rival 3, price: 6000, stock: True, description: Gaming mouse, 8,500 CPI, RGB lighting, durable build, lightweight design.",SteelSeries Rival 3 ko spec vanidinu,"SteelSeries Rival 3 ko spec ma gaming mouse, 8,500 CPI, RGB lighting, durable build, ra lightweight design xa."
RAG,"Product Details: name: Xiaomi Redmi Watch 3, price: 10000, stock: True, description: Smartwatch, 1.75-inch AMOLED display, 12-day battery life, 120 sports modes.",Xiaomi Redmi Watch 3 ko barema jankari dinu,"Xiaomi Redmi Watch 3 ko barema jankari ma smartwatch, 1.75-inch AMOLED display, 12-day battery life, ra 120 sports modes xa."
RAG,"Product Details: name: LG UltraFine 27UN880-B, price: 90000, stock: True, description: 27-inch 4K UHD monitor, HDR10, USB-C connectivity, ergonomic design.",LG UltraFine 27UN880-B ko barema thap jankari dinu,"LG UltraFine 27UN880-B ko barema thap jankari ma 27-inch 4K UHD monitor, HDR10, USB-C connectivity, ra ergonomic design xa."
RAG,"Product Details: name: Samsung Galaxy Tab S8, price: 150000, stock: True, description: 11-inch LTPS TFT display, Snapdragon 8 Gen 1, 8GB RAM, 128GB storage, S Pen included.",Samsung Galaxy Tab S8 ko description dinu,"Samsung Galaxy Tab S8 ko description ma 11-inch LTPS TFT display, Snapdragon 8 Gen 1, 8GB RAM, 128GB storage, ra S Pen included xa."
RAG,"Product Details: name: OnePlus Nord Buds 2, price: 7000, stock: True, description: True wireless earbuds, ANC, 30-hour battery life, fast charging, Dolby Atmos support.",OnePlus Nord Buds 2 ko spec vanidinu,"OnePlus Nord Buds 2 ko spec ma true wireless earbuds, ANC, 30-hour battery life, fast charging, ra Dolby Atmos support xa."
RAG,"Product Details: name: HP Envy x360, price: 160000, stock: True, description: 13.3-inch FHD touchscreen, AMD Ryzen 5, 8GB RAM, 512GB SSD, 2-in-1 convertible laptop.",HP Envy x360 ko barema jankari dinu,"HP Envy x360 ko barema jankari ma 13.3-inch FHD touchscreen, AMD Ryzen 5, 8GB RAM, 512GB SSD, ra 2-in-1 convertible laptop xa."
RAG,"Product Details: name: DJI Osmo Pocket, price: 90000, stock: True, description: Handheld 4K camera, 3-axis gimbal stabilization, 12MP camera, compact design.",DJI Osmo Pocket ko barema thap jankari dinu,"DJI Osmo Pocket ko barema thap jankari ma handheld 4K camera, 3-axis gimbal stabilization, 12MP camera, ra compact design xa."
RAG,"Product Details: name: Logitech MX Master 3S, price: 15000, stock: True, description: Wireless mouse, 8,000 DPI, ergonomic design, multi-device connectivity, silent clicks.",Logitech MX Master 3S ko description dinu,"Logitech MX Master 3S ko description ma wireless mouse, 8,000 DPI, ergonomic design, multi-device connectivity, ra silent clicks xa."
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max stock ma xa?,"Hajur, iPhone 14 Pro Max stock ma available xa."
RAG,"Product Details: name: Samsung Galaxy S22 Ultra, price: 180000, stock: False, description: 6.8-inch Dynamic AMOLED 2X display, 108MP camera, S Pen included, 5000mAh battery.",Samsung Galaxy S22 Ultra available xa?,"Hajur, Samsung Galaxy S22 Ultra stock ma available xaina."
RAG,"Product Details: name: HP Pavilion 15, price: 120000, stock: True, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, backlit keyboard.",HP Pavilion 15 pauxa ki painna?,"Hajur, HP Pavilion 15 stock ma available xa."
RAG,"Product Details: name: Sony WH-1000XM4, price: 35000, stock: False, description: Wireless noise-canceling headphones, 30-hour battery life, touch sensor controls.",Sony WH-1000XM4 ko stock status k ho?,"Hajur, Sony WH-1000XM4 stock ma available xaina."
RAG,"Product Details: name: MacBook Air M1, price: 150000, stock: True, description: 13.3-inch Retina display, Apple M1 chip, 8GB RAM, 256GB SSD.",MacBook Air M1 stock ma xa?,"Hajur, MacBook Air M1 stock ma available xa."
RAG,"Product Details: name: LG OLED C1 55-inch, price: 220000, stock: False, description: 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, HDMI 2.1.",LG OLED C1 55-inch available xa?,"Hajur, LG OLED C1 55-inch stock ma available xaina."
RAG,"Product Details: name: Apple Watch Series 8, price: 80000, stock: True, description: 45mm GPS + Cellular, blood oxygen sensor, ECG app, always-on Retina display.",Apple Watch Series 8 pauxa ki painna?,"Hajur, Apple Watch Series 8 stock ma available xa."
RAG,"Product Details: name: Xiaomi Mi Band 7, price: 5000, stock: True, description: Fitness tracker, 1.62-inch AMOLED display, 120 sports modes, 14-day battery life.",Xiaomi Mi Band 7 ko stock status k ho?,"Hajur, Xiaomi Mi Band 7 stock ma available xa."
RAG,"Product Details: name: Canon EOS R6, price: 250000, stock: False, description: Mirrorless camera, 20.1MP sensor, 4K video recording, dual pixel autofocus.",Canon EOS R6 stock ma xa?,"Hajur, Canon EOS R6 stock ma available xaina."
RAG,"Product Details: name: Dell XPS 13, price: 180000, stock: True, description: 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, InfinityEdge display.",Dell XPS 13 available xa?,"Hajur, Dell XPS 13 stock ma available xa."
RAG,"Product Details: name: Bose QuietComfort 45, price: 30000, stock: True, description: Wireless noise-canceling headphones, 24-hour battery life, TriPort acoustic architecture.",Bose QuietComfort 45 pauxa ki painna?,"Hajur, Bose QuietComfort 45 stock ma available xa."
RAG,"Product Details: name: Sony PlayStation 5, price: 100000, stock: False, description: Next-gen gaming console, 4K UHD Blu-ray, 825GB SSD, DualSense wireless controller.",Sony PlayStation 5 ko stock status k ho?,"Hajur, Sony PlayStation 5 stock ma available xaina."
RAG,"Product Details: name: Asus ROG Zephyrus G14, price: 250000, stock: True, description: 14-inch QHD display, AMD Ryzen 9, 16GB RAM, 1TB SSD, NVIDIA RTX 3060, gaming laptop.",Asus ROG Zephyrus G14 stock ma xa?,"Hajur, Asus ROG Zephyrus G14 stock ma available xa."
RAG,"Product Details: name: JBL Flip 6, price: 12000, stock: False, description: Portable Bluetooth speaker, IP67 waterproof, 12-hour battery life, PartyBoost for stereo sound.",JBL Flip 6 available xa?,"Hajur, JBL Flip 6 stock ma available xaina."
RAG,"Product Details: name: Nikon Z50, price: 110000, stock: True, description: Mirrorless camera, 20.9MP sensor, 4K video, tilting touchscreen, compact design.",Nikon Z50 pauxa ki painna?,"Hajur, Nikon Z50 stock ma available xa."
RAG,"Product Details: name: Logitech G502 Hero, price: 10000, stock: True, description: Gaming mouse, 11 programmable buttons, RGB lighting, adjustable weight system.",Logitech G502 Hero ko stock status k ho?,"Hajur, Logitech G502 Hero stock ma available xa."
RAG,"Product Details: name: DJI Mavic Air 2, price: 150000, stock: False, description: Drone with 4K camera, 34-minute flight time, 10km HD video transmission, intelligent shooting modes.",DJI Mavic Air 2 stock ma xa?,"Hajur, DJI Mavic Air 2 stock ma available xaina."
RAG,"Product Details: name: Samsung Galaxy Buds 2, price: 18000, stock: True, description: True wireless earbuds, ANC, 20-hour battery life, lightweight design.",Samsung Galaxy Buds 2 available xa?,"Hajur, Samsung Galaxy Buds 2 stock ma available xa."
RAG,"Product Details: name: Xbox Series X, price: 90000, stock: False, description: Next-gen gaming console, 4K gaming, 1TB SSD, backward compatibility, Xbox Game Pass.",Xbox Series X pauxa ki painna?,"Hajur, Xbox Series X stock ma available xaina."
RAG,"Product Details: name: GoPro Hero 10 Black, price: 60000, stock: True, description: Action camera, 5.3K video, HyperSmooth 4.0 stabilization, waterproof up to 33ft.",GoPro Hero 10 Black ko stock status k ho?,"Hajur, GoPro Hero 10 Black stock ma available xa."
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max stock ma xa?,"Hajur, iPhone 14 Pro Max pauxa."
RAG,"Product Details: name: Samsung Galaxy S22 Ultra, price: 180000, stock: False, description: 6.8-inch Dynamic AMOLED 2X display, 108MP camera, S Pen included, 5000mAh battery.",Samsung Galaxy S22 Ultra available xa?,"Hajur, Samsung Galaxy S22 Ultra painna."
RAG,"Product Details: name: HP Pavilion 15, price: 120000, stock: True, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, backlit keyboard.",HP Pavilion 15 pauxa ki painna?,"Hajur, HP Pavilion 15 pauxa."
RAG,"Product Details: name: Sony WH-1000XM4, price: 35000, stock: False, description: Wireless noise-canceling headphones, 30-hour battery life, touch sensor controls.",Sony WH-1000XM4 ko stock status k ho?,"Hajur, Sony WH-1000XM4 painna."
RAG,"Product Details: name: MacBook Air M1, price: 150000, stock: True, description: 13.3-inch Retina display, Apple M1 chip, 8GB RAM, 256GB SSD.",MacBook Air M1 stock ma xa?,"Hajur, MacBook Air M1 pauxa."
RAG,"Product Details: name: LG OLED C1 55-inch, price: 220000, stock: False, description: 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, HDMI 2.1.",LG OLED C1 55-inch available xa?,"Hajur, LG OLED C1 55-inch painna."
RAG,"Product Details: name: Apple Watch Series 8, price: 80000, stock: True, description: 45mm GPS + Cellular, blood oxygen sensor, ECG app, always-on Retina display.",Apple Watch Series 8 pauxa ki painna?,"Hajur, Apple Watch Series 8 pauxa."
RAG,"Product Details: name: Xiaomi Mi Band 7, price: 5000, stock: True, description: Fitness tracker, 1.62-inch AMOLED display, 120 sports modes, 14-day battery life.",Xiaomi Mi Band 7 ko stock status k ho?,"Hajur, Xiaomi Mi Band 7 pauxa."
RAG,"Product Details: name: Canon EOS R6, price: 250000, stock: False, description: Mirrorless camera, 20.1MP sensor, 4K video recording, dual pixel autofocus.",Canon EOS R6 stock ma xa?,"Hajur, Canon EOS R6 painna."
RAG,"Product Details: name: Dell XPS 13, price: 180000, stock: True, description: 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, InfinityEdge display.",Dell XPS 13 available xa?,"Hajur, Dell XPS 13 pauxa."
RAG,"Product Details: name: Bose QuietComfort 45, price: 30000, stock: True, description: Wireless noise-canceling headphones, 24-hour battery life, TriPort acoustic architecture.",Bose QuietComfort 45 pauxa ki painna?,"Hajur, Bose QuietComfort 45 pauxa."
RAG,"Product Details: name: Sony PlayStation 5, price: 100000, stock: False, description: Next-gen gaming console, 4K UHD Blu-ray, 825GB SSD, DualSense wireless controller.",Sony PlayStation 5 ko stock status k ho?,"Hajur, Sony PlayStation 5 painna."
RAG,"Product Details: name: Asus ROG Zephyrus G14, price: 250000, stock: True, description: 14-inch QHD display, AMD Ryzen 9, 16GB RAM, 1TB SSD, NVIDIA RTX 3060, gaming laptop.",Asus ROG Zephyrus G14 stock ma xa?,"Hajur, Asus ROG Zephyrus G14 pauxa."
RAG,"Product Details: name: JBL Flip 6, price: 12000, stock: False, description: Portable Bluetooth speaker, IP67 waterproof, 12-hour battery life, PartyBoost for stereo sound.",JBL Flip 6 available xa?,"Hajur, JBL Flip 6 painna."
RAG,"Product Details: name: Nikon Z50, price: 110000, stock: True, description: Mirrorless camera, 20.9MP sensor, 4K video, tilting touchscreen, compact design.",Nikon Z50 pauxa ki painna?,"Hajur, Nikon Z50 pauxa."
RAG,"Product Details: name: Logitech G502 Hero, price: 10000, stock: True, description: Gaming mouse, 11 programmable buttons, RGB lighting, adjustable weight system.",Logitech G502 Hero ko stock status k ho?,"Hajur, Logitech G502 Hero pauxa."
RAG,"Product Details: name: DJI Mavic Air 2, price: 150000, stock: False, description: Drone with 4K camera, 34-minute flight time, 10km HD video transmission, intelligent shooting modes.",DJI Mavic Air 2 stock ma xa?,"Hajur, DJI Mavic Air 2 painna."
RAG,"Product Details: name: Samsung Galaxy Buds 2, price: 18000, stock: True, description: True wireless earbuds, ANC, 20-hour battery life, lightweight design.",Samsung Galaxy Buds 2 available xa?,"Hajur, Samsung Galaxy Buds 2 pauxa."
RAG,"Product Details: name: Xbox Series X, price: 90000, stock: False, description: Next-gen gaming console, 4K gaming, 1TB SSD, backward compatibility, Xbox Game Pass.",Xbox Series X pauxa ki painna?,"Hajur, Xbox Series X painna."
RAG,"Product Details: name: GoPro Hero 10 Black, price: 60000, stock: True, description: Action camera, 5.3K video, HyperSmooth 4.0 stabilization, waterproof up to 33ft.",GoPro Hero 10 Black ko stock status k ho?,"Hajur, GoPro Hero 10 Black pauxa."
RAG,"Product Details: name: OnePlus 10 Pro, price: 140000, stock: True, description: 6.7-inch QHD+ AMOLED display, Snapdragon 8 Gen 1, 12GB RAM, 256GB storage, Hasselblad camera.",OnePlus 10 Pro stock ma xa?,"Hajur, OnePlus 10 Pro pauxa."
RAG,"Product Details: name: Acer Nitro 5, price: 130000, stock: False, description: 15.6-inch FHD display, Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GTX 1650, gaming laptop.",Acer Nitro 5 available xa?,"Hajur, Acer Nitro 5 painna."
RAG,"Product Details: name: Sony Xperia 5 IV, price: 140000, stock: True, description: 6.1-inch OLED display, Snapdragon 8 Gen 1, 8GB RAM, 128GB storage, triple-camera system.",Sony Xperia 5 IV pauxa ki painna?,"Hajur, Sony Xperia 5 IV pauxa."
