category,context,question,response
alpaca,Nepal le aaja cricket match ma dherai ramro performance diyo. Sandeep Lamichhane le 5 wickets liye ra Kushal Malla le century haneko thiyo. Yo victory le Nepal lai World Cup qualifier ma pugna sahayog garyo.,"Yo paragraph ma vayeko topic classify gara (Sports, Politics, Technology, Health).",Sports
alpaca,"Aaja ko meeting ma dherai important topics discuss bhayo. We talked about new project timelines, budget allocation, ra team ko performance. Sabai le afno afno suggestions diye ra dherai constructive discussion bhayo.","Yo paragraph ma vayeko language identify gara (Nepali, English, Mixed).",Mixed
alpaca,"Namaste sir, ma tapailai yo email le mero project ko update dina chahanchu. Maile aaja sabai tasks complete gareko chu ra report pani submit gareko chu. Kripaya yo herera feedback dinu hola.","Yo paragraph ko tone classify gara (Formal, Informal).",Formal
alpaca,"Naya iPhone 15 ko launch bhaisakyo ra yo phone ma dherai nai advanced features cha. Mero bichar ma yo phone dherai nai overpriced cha, tara technology ko hisab le worth it cha. Tara sabai le afford garna sakdainan.","Yo paragraph ko category decide gara (News, Opinion, Advertisement).",Opinion
alpaca,"Kripaya malai yo document lai review garnu hos ra feedback dinu hos. Maile sabai details include gareko chu, tara kehi mistakes bhayo bhane please correct garnu hos. Yo urgent cha, so please prioritize garera dinu hola.","Yo paragraph ma vayeko action classify gara (Request, Statement, Question).",Request
alpaca,"Aaja ko weather dherai nai garam cha, ra ghar bata bahira niskina dherai nai gahro cha. Tara maile aafno kaam sakiyo ra aaba chai rest garna sakchu. Evening ma chai thulo rain forecast gareko cha, so cool huna sakcha.","Yo paragraph ko sentiment classify gara (Positive, Negative, Neutral).",Neutral
alpaca,Wow! Maile aaja dherai nai surprising news suneko chu. Mero sathi le lottery jitiyo ra usle malai pani share garna bhaneko cha. Ma dherai nai excited chu ra uslai congratulate garna jadaichu.,"Yo paragraph ma vayeko emotion identify gara (Happy, Sad, Angry, Surprised).",Surprised
alpaca,"New AI technology le dherai kura change garirako cha. Aaja ko AI tools le human jobs replace garna sakchan, tara sath sath ma naya opportunities pani create garirako chan. Yo technology ko future dherai nai promising cha.","Yo paragraph ma vayeko topic classify gara (Sports, Politics, Technology, Health).",Technology
alpaca,"This is a very good example of Roman Nepali mixed with English. Yo format le dherai nai flexible communication provide garcha, especially for those who are comfortable with both languages. It helps in better understanding ra clarity.","Yo paragraph ko language identify gara (Nepali, English, Mixed).",Mixed
alpaca,"Hey bro, k cha? Aaja kehi plan cha ki nai? Ma chai free chu, so if you want we can hang out. Dherai din bhayo timi sanga bhet bhayeko, so let's catch up and have some fun.","Yo paragraph ko tone classify gara (Formal, Informal).",Informal
alpaca,"Naya shampoo ko launch bhayo, jo dherai nai effective ra affordable cha. Yo shampoo le hair fall control garcha, dandruff hataucha, ra hair lai smooth ra shiny bancha. Sabai le try garnu hos, you won't regret it!","Yo paragraph ko category decide gara (News, Opinion, Advertisement).",Advertisement
alpaca,"Timi kahile aaudai chau? Maile timro lagi dinner prepare gareko chu, so please let me know your arrival time. Also, timi sanga kehi help chahiyo bhane please inform me, I'll be happy to assist.","Yo paragraph ma vayeko action classify gara (Request, Statement, Question).",Question
alpaca,"Aaja ko din dherai nai ramailo thiyo. Maile dherai sathi haru sanga time spend gare, khana khayau, ra dherai hasyaau. Tara belka ma dherai thakai lagyo, tesaile chadai sutna gaye.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Positive
alpaca,Malai aaja dherai nai dukha lagyo. Mero sathi le malai samjhauta garna khojda maile uslai dherai nai gali gare. Pachi malai afnai galti ko ehsaas bhayo ra ma dherai nai paachutap ma pare.,"Identify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Sad
alpaca,Nepal le aaja cricket match ma dherai ramro performance diyo. Sandeep Lamichhane le 5 wickets liye ra Kushal Malla le century haneko thiyo. Yo victory le Nepal lai World Cup qualifier ma pugna sahayog garyo.,"Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Sports
alpaca,"Aaja ko meeting ma dherai important topics discuss bhayo. We talked about new project timelines, budget allocation, ra team ko performance. Sabai le afno afno suggestions diye ra dherai constructive discussion bhayo.","Identify the language used in this paragraph (Nepali, English, Mixed).",Mixed
alpaca,"Namaste sir, ma tapailai yo email le mero project ko update dina chahanchu. Maile aaja sabai tasks complete gareko chu ra report pani submit gareko chu. Kripaya yo herera feedback dinu hola.","Classify the tone of this paragraph (Formal, Informal).",Formal
alpaca,"Naya iPhone 15 ko launch bhaisakyo ra yo phone ma dherai nai advanced features cha. Mero bichar ma yo phone dherai nai overpriced cha, tara technology ko hisab le worth it cha. Tara sabai le afford garna sakdainan.","Classify the category of this paragraph (News, Opinion, Advertisement).",Opinion
alpaca,"Kripaya malai yo document lai review garnu hos ra feedback dinu hos. Maile sabai details include gareko chu, tara kehi mistakes bhayo bhane please correct garnu hos. Yo urgent cha, so please prioritize garera dinu hola.","Classify the action in this paragraph (Request, Statement, Question).",Request
alpaca,"Aaja ko weather dherai nai garam cha, ra ghar bata bahira niskina dherai nai gahro cha. Tara maile aafno kaam sakiyo ra aaba chai rest garna sakchu. Evening ma chai thulo rain forecast gareko cha, so cool huna sakcha.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Neutral
alpaca,Wow! Maile aaja dherai nai surprising news suneko chu. Mero sathi le lottery jitiyo ra usle malai pani share garna bhaneko cha. Ma dherai nai excited chu ra uslai congratulate garna jadaichu.,"Identify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Surprised
alpaca,"New AI technology le dherai kura change garirako cha. Aaja ko AI tools le human jobs replace garna sakchan, tara sath sath ma naya opportunities pani create garirako chan. Yo technology ko future dherai nai promising cha.","Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Technology
alpaca,"This is a very good example of Roman Nepali mixed with English. Yo format le dherai nai flexible communication provide garcha, especially for those who are comfortable with both languages. It helps in better understanding ra clarity.","Identify the language used in this paragraph (Nepali, English, Mixed).",Mixed
alpaca,"Hey bro, k cha? Aaja kehi plan cha ki nai? Ma chai free chu, so if you want we can hang out. Dherai din bhayo timi sanga bhet bhayeko, so let's catch up and have some fun.","Classify the tone of this paragraph (Formal, Informal).",Informal
alpaca,"Naya shampoo ko launch bhayo, jo dherai nai effective ra affordable cha. Yo shampoo le hair fall control garcha, dandruff hataucha, ra hair lai smooth ra shiny bancha. Sabai le try garnu hos, you won't regret it!","Classify the category of this paragraph (News, Opinion, Advertisement).",Advertisement
alpaca,"Timi kahile aaudai chau? Maile timro lagi dinner prepare gareko chu, so please let me know your arrival time. Also, timi sanga kehi help chahiyo bhane please inform me, I'll be happy to assist.","Classify the action in this paragraph (Request, Statement, Question).",Question
alpaca,"Mero aaja ko experience dherai nai mixed thiyo. Morning ma dherai ramro lagyo, tara afternoon ma kehi problems aayo ra ma dherai nai frustrate bhaye. Evening ma chai sabai thik bhayo, so overall ma happy chu.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Neutral
alpaca,"Maile aaja mero boss lai dherai nai gali gare. Usle malai unfair treatment diyo ra ma dherai nai angry bhaye. Pachi malai lagyo ki maile galat gare, tara maile afno side bata explain gare.","Identify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Angry
alpaca,"Aaja ko news ma bhanya anusar, government le new health policy launch gareko cha. Yo policy le sabai citizens lai free basic health services provide garcha. Yo dherai nai beneficial hune expected cha.","Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Health
alpaca,Yo paragraph ma dherai nai Roman Nepali ra English mix cha. This is a good way to communicate with people who understand both languages. Yo format le dherai nai flexibility dincha.,"Identify the language used in this paragraph (Nepali, English, Mixed).",Mixed
alpaca,"Dear sir, I am writing this email to inform you about the progress of our project. We have completed all the tasks on time and are now waiting for your feedback. Please let us know if there are any changes required.","Classify the tone of this paragraph (Formal, Informal).",Formal
alpaca,"The new government policy has been introduced to improve the education system. According to experts, this policy will bring significant changes in the way students learn. However, some people are skeptical about its implementation.","Classify the category of this paragraph (News, Opinion, Advertisement).",News
alpaca,"Aaja ko din dherai nai ramailo thiyo. Maile dherai sathi haru sanga time spend gare, khana khayau, ra dherai hasyaau. Tara belka ma dherai thakai lagyo, tesaile chadai sutna gaye.",Translate this paragraph from Romanized Nepali to English.,"Today was a very fun day. I spent a lot of time with my friends, ate food, and laughed a lot. But in the evening, I felt very tired, so I went to sleep early."
alpaca,Nepal le aaja cricket match ma dherai ramro performance diyo. Sandeep Lamichhane le 5 wickets liye ra Kushal Malla le century haneko thiyo. Yo victory le Nepal lai World Cup qualifier ma pugna sahayog garyo.,Summarize this paragraph in one sentence.,"Nepal performed well in today's cricket match, with Sandeep Lamichhane taking 5 wickets and Kushal Malla scoring a century, helping Nepal qualify for the World Cup."
alpaca,Nepal le aaja cricket match ma dherai ramro performance diyo. Sandeep Lamichhane le 5 wickets liye ra Kushal Malla le century haneko thiyo. Yo victory le Nepal lai World Cup qualifier ma pugna sahayog garyo.,Answer this question based on the paragraph: What did Sandeep Lamichhane achieve in the match?,Sandeep Lamichhane took 5 wickets in the match.
alpaca,"Aaja ko weather dherai nai garam cha, ra ghar bata bahira niskina dherai nai gahro cha. Tara maile aafno kaam sakiyo ra aaba chai rest garna sakchu. Evening ma chai thulo rain forecast gareko cha, so cool huna sakcha.",Recommend a suitable action based on the paragraph.,Stay indoors during the day due to the hot weather and plan outdoor activities for the evening when it cools down.
alpaca,"Hey bro, k cha? Aaja kehi plan cha ki nai? Ma chai free chu, so if you want we can hang out. Dherai din bhayo timi sanga bhet bhayeko, so let's catch up and have some fun.",Rewrite this paragraph in a more formal tone.,"Hello, how are you? Do you have any plans for today? I am free, so if you are available, we can meet. It has been a long time since we last met, so let us catch up and spend some time together."
alpaca,"New AI technology le dherai kura change garirako cha. Aaja ko AI tools le human jobs replace garna sakchan, tara sath sath ma naya opportunities pani create garirako chan. Yo technology ko future dherai nai promising cha.",Identify the main idea of this paragraph.,"AI technology is transforming industries by replacing some jobs but also creating new opportunities, making its future very promising."
alpaca,"The new government policy has been introduced to improve the education system. According to experts, this policy will bring significant changes in the way students learn.",Translate this paragraph from English to Romanized Nepali.,"Naya government policy le education system lai improve garna launch gareko cha. Experts ko anusar, yo policy le students ko sikshya ko tarika ma dherai nai parivartan lyaune cha."
alpaca,"Naya shampoo ko launch bhayo, jo dherai nai effective ra affordable cha. Yo shampoo le hair fall control garcha, dandruff hataucha, ra hair lai smooth ra shiny bancha.",Generate a question based on this paragraph.,What are the benefits of using this new shampoo?
alpaca,"Aaja ko meeting ma dherai important topics discuss bhayo. We talked about new project timelines, budget allocation, ra team ko performance. Sabai le afno afno suggestions diye ra dherai constructive discussion bhayo.",Provide a recommendation based on the paragraph.,Follow up on the discussed action items and ensure that the new project timelines and budget allocations are implemented effectively.
alpaca,"Naya iPhone 15 ko launch bhaisakyo ra yo phone ma dherai nai advanced features cha. Mero bichar ma yo phone dherai nai overpriced cha, tara technology ko hisab le worth it cha.","Classify the intent of this paragraph (e.g., Inform, Persuade, Entertain).",Inform
alpaca,"Aaja ko news ma bhanya anusar, government le new health policy launch gareko cha. Yo policy le sabai citizens lai free basic health services provide garcha. Yo dherai nai beneficial hune expected cha.",Extract the key points from this paragraph.,1. Government launched a new health policy. 2. The policy provides free basic health services to all citizens. 3. It is expected to be very beneficial.
alpaca,Malai aaja dherai nai dukha lagyo. Mero sathi le malai samjhauta garna khojda maile uslai dherai nai gali gare. Pachi malai afnai galti ko ehsaas bhayo ra ma dherai nai paachutap ma pare.,Translate this paragraph from Romanized Nepali to English.,"I felt very sad today. When my friend tried to compromise, I scolded them a lot. Later, I realized my mistake and felt very guilty."
alpaca,Wow! Maile aaja dherai nai surprising news suneko chu. Mero sathi le lottery jitiyo ra usle malai pani share garna bhaneko cha. Ma dherai nai excited chu ra uslai congratulate garna jadaichu.,Summarize this paragraph in one sentence.,"My friend won the lottery and shared the news with me, making me very excited and eager to congratulate them."
alpaca,Wow! Maile aaja dherai nai surprising news suneko chu. Mero sathi le lottery jitiyo ra usle malai pani share garna bhaneko cha. Ma dherai nai excited chu ra uslai congratulate garna jadaichu.,Answer this question based on the paragraph: Why is the speaker excited?,The speaker is excited because their friend won the lottery and shared the news with them.
alpaca,"Malai aaja mero boss lai dherai nai gali gare. Usle malai unfair treatment diyo ra ma dherai nai angry bhaye. Pachi malai lagyo ki maile galat gare, tara maile afno side bata explain gare.",Recommend a suitable action based on the paragraph.,Apologize to your boss for losing your temper and try to have a calm discussion to resolve the issue.
alpaca,"Namaste sir, ma tapailai yo email le mero project ko update dina chahanchu. Maile aaja sabai tasks complete gareko chu ra report pani submit gareko chu. Kripaya yo herera feedback dinu hola.",Rewrite this paragraph in a more informal tone.,"Hey sir, just wanted to update you on my project. I’ve finished all the tasks and submitted the report. Please check it out and let me know your feedback."
alpaca,"This is a very good example of Roman Nepali mixed with English. Yo format le dherai nai flexible communication provide garcha, especially for those who are comfortable with both languages. It helps in better understanding ra clarity.",Identify the main idea of this paragraph.,Mixing Roman Nepali and English provides flexible communication and improves understanding for bilingual individuals.
alpaca,"New AI technology le dherai kura change garirako cha. Aaja ko AI tools le human jobs replace garna sakchan, tara sath sath ma naya opportunities pani create garirako chan.",Generate a question based on this paragraph.,How is AI technology impacting job opportunities?
alpaca,"Aaja ko weather dherai nai garam cha, ra ghar bata bahira niskina dherai nai gahro cha. Tara maile aafno kaam sakiyo ra aaba chai rest garna sakchu. Evening ma chai thulo rain forecast gareko cha, so cool huna sakcha.",Provide a recommendation based on the paragraph.,Avoid going outside during the day due to the heat and plan activities for the evening when the weather cools down.
alpaca,Mero ghar ma aaja dherai mehman aaye. Sabai le dherai ramro khana khayau ra kura katau. Belka ma sabai sanga music suniyo ra dance gareu. Dherai nai ramailo bhayo.,Translate this paragraph from Romanized Nepali to English.,"Many guests came to my house today. Everyone ate delicious food and had conversations. In the evening, we listened to music and danced together. It was a lot of fun."
alpaca,Nepal ko capital city Kathmandu ma aaja dherai nai traffic thiyo. Road ma dherai nai jam bhayo ra manche haru lai dherai problem bhayo. Traffic police le situation control garna khojda pani dherai time lagyo.,Summarize this paragraph in one sentence.,"Kathmandu experienced heavy traffic today, causing significant problems for people despite efforts by traffic police to control the situation."
alpaca,Nepal ko capital city Kathmandu ma aaja dherai nai traffic thiyo. Road ma dherai nai jam bhayo ra manche haru lai dherai problem bhayo. Traffic police le situation control garna khojda pani dherai time lagyo.,Answer this question based on the paragraph: What caused the traffic problem in Kathmandu?,The traffic problem in Kathmandu was caused by a heavy jam on the roads.
alpaca,"Aaja ko din ma dherai nai garam cha, ra ghar bata bahira niskina dherai nai gahro cha. Tara evening ma chai cool huna sakcha, so outdoor activities lai evening plan garnu ramro hola.",Recommend a suitable action based on the paragraph.,"Plan outdoor activities for the evening when the weather is cooler, and avoid going outside during the day due to the heat."
alpaca,"Hey bro, timi lai kehi help chahiyo bhane malai bhana. Ma timro lagi kehi pani garna sakchu. Just let me know.",Rewrite this paragraph in a more formal tone.,"Hello, if you need any assistance, please let me know. I am available to help you with anything. Kindly inform me."
alpaca,"Nepal ma tourism industry le dherai nai growth gareko cha. Pahad, himal, ra historical places le dherai nai tourists attract gareko cha. Yo le Nepal ko economy lai dherai nai sahayog gareko cha.",Identify the main idea of this paragraph.,"Nepal's tourism industry has grown significantly, attracting tourists with its mountains, Himalayas, and historical sites, which has greatly supported the economy."
alpaca,The new education policy focuses on improving the quality of education in rural areas. It aims to provide better facilities and trained teachers to students.,Translate this paragraph from English to Romanized Nepali.,Naya education policy le rural areas ma education ko quality improve garna focus gareko cha. Yo le students lai better facilities ra trained teachers provide garna khojcha.
alpaca,"Nepal ma tourism industry le dherai nai growth gareko cha. Pahad, himal, ra historical places le dherai nai tourists attract gareko cha.",Generate a question based on this paragraph.,What factors have contributed to the growth of Nepal's tourism industry?
alpaca,Aaja ko meeting ma dherai important decisions liyiyo. New project ko timeline final bhayo ra budget pani approve bhayo. Sabai team members le afno roles clearly understand gare.,Provide a recommendation based on the paragraph.,"Ensure that all team members follow the approved timeline and budget, and clarify any doubts regarding their roles."
alpaca,"Naya movie ko release bhayo, jo dherai nai interesting ra entertaining cha. Yo movie le dherai nai life lessons dincha ra sabai le hernu parne movie ho.","Classify the intent of this paragraph (e.g., Inform, Persuade, Entertain).",Persuade
alpaca,Nepal ma agriculture le dherai nai important role kheldai cha. Yo le dherai nai manche haru ko livelihood provide garcha. Tara aaja kal climate change le agriculture lai dherai nai affect garirako cha.,Extract the key points from this paragraph.,1. Agriculture plays a vital role in Nepal. 2. It provides livelihoods for many people. 3. Climate change is negatively affecting agriculture.
alpaca,Mero sathi le malai aaja phone garyo ra usle mero lagi dherai nai important news diyo. Usle bhaneko thiyo ki usle new job paayo ra ma dherai nai khusi bhaye.,Translate this paragraph from Romanized Nepali to English.,"My friend called me today and shared very important news. He told me that he got a new job, and I was very happy."
alpaca,"Aaja ko market ma dherai nai price increase bhayo. Sabai products ko price dherai nai badhyo, ra manche haru lai dherai nai problem bhayo. Government le price control garna khojda pani kehi faida bhayo jasto lagena.",Summarize this paragraph in one sentence.,"Prices in the market increased significantly today, causing problems for people, and government efforts to control prices seem ineffective."
alpaca,"Aaja ko market ma dherai nai price increase bhayo. Sabai products ko price dherai nai badhyo, ra manche haru lai dherai nai problem bhayo.",Answer this question based on the paragraph: Why are people facing problems in the market?,People are facing problems in the market because the prices of all products have increased significantly.
alpaca,"Aaja ko market ma dherai nai price increase bhayo. Sabai products ko price dherai nai badhyo, ra manche haru lai dherai nai problem bhayo.",Recommend a suitable action based on the paragraph.,"Look for alternative products or shops with lower prices, and consider reducing non-essential purchases until prices stabilize."
alpaca,"Dear sir, I am writing to inform you about the delay in the project. Due to unforeseen circumstances, we will need an additional week to complete the tasks.",Rewrite this paragraph in a more informal tone.,"Hey sir, just wanted to let you know that the project is delayed. We’ll need an extra week to finish everything because of some unexpected issues."
alpaca,"Nepal ma internet usage dherai nai badhyo. Aaja kal dherai nai manche haru le online platforms use garirako chan, ra yo le dherai nai opportunities create gareko cha.",Identify the main idea of this paragraph.,"Internet usage in Nepal has increased significantly, creating many opportunities through online platforms."
alpaca,"Nepal ma internet usage dherai nai badhyo. Aaja kal dherai nai manche haru le online platforms use garirako chan, ra yo le dherai nai opportunities create gareko cha.",Generate a question based on this paragraph.,How has the increase in internet usage created opportunities in Nepal?
alpaca,Aaja ko meeting ma dherai nai important decisions liyiyo. New project ko timeline final bhayo ra budget pani approve bhayo. Sabai team members le afno roles clearly understand gare.,Provide a recommendation based on the paragraph.,"Ensure that all team members follow the approved timeline and budget, and clarify any doubts regarding their roles."
alpaca,"Aaja ko din dherai nai ramailo thiyo. Maile dherai sathi haru sanga time spend gare, khana khayau, ra dherai hasyaau. Tara belka ma dherai thakai lagyo, tesaile chadai sutna gaye.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Positive
alpaca,Nepal le aaja cricket match ma dherai ramro performance diyo. Sandeep Lamichhane le 5 wickets liye ra Kushal Malla le century haneko thiyo. Yo victory le Nepal lai World Cup qualifier ma pugna sahayog garyo.,"Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Sports
alpaca,Malai aaja dherai nai dukha lagyo. Mero sathi le malai samjhauta garna khojda maile uslai dherai nai gali gare. Pachi malai afnai galti ko ehsaas bhayo ra ma dherai nai paachutap ma pare.,"Classify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Sad
alpaca,"Aaja ko meeting ma dherai important topics discuss bhayo. We talked about new project timelines, budget allocation, ra team ko performance. Sabai le afno afno suggestions diye ra dherai constructive discussion bhayo.","Classify the language used in this paragraph (Nepali, English, Mixed).",Mixed
alpaca,"Namaste sir, ma tapailai yo email le mero project ko update dina chahanchu. Maile aaja sabai tasks complete gareko chu ra report pani submit gareko chu. Kripaya yo herera feedback dinu hola.","Classify the tone of this paragraph (Formal, Informal).",Formal
alpaca,"Naya iPhone 15 ko launch bhaisakyo ra yo phone ma dherai nai advanced features cha. Mero bichar ma yo phone dherai nai overpriced cha, tara technology ko hisab le worth it cha. Tara sabai le afford garna sakdainan.","Classify the category of this paragraph (News, Opinion, Advertisement).",Opinion
alpaca,"Naya movie ko release bhayo, jo dherai nai interesting ra entertaining cha. Yo movie le dherai nai life lessons dincha ra sabai le hernu parne movie ho.","Classify the intent of this paragraph (Inform, Persuade, Entertain).",Persuade
alpaca,"Aaja ko weather dherai nai garam cha, ra ghar bata bahira niskina dherai nai gahro cha. Tara maile aafno kaam sakiyo ra aaba chai rest garna sakchu. Evening ma chai thulo rain forecast gareko cha, so cool huna sakcha.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Neutral
alpaca,Wow! Maile aaja dherai nai surprising news suneko chu. Mero sathi le lottery jitiyo ra usle malai pani share garna bhaneko cha. Ma dherai nai excited chu ra uslai congratulate garna jadaichu.,"Classify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Surprised
alpaca,"New AI technology le dherai kura change garirako cha. Aaja ko AI tools le human jobs replace garna sakchan, tara sath sath ma naya opportunities pani create garirako chan. Yo technology ko future dherai nai promising cha.","Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Technology
alpaca,"This is a very good example of Roman Nepali mixed with English. Yo format le dherai nai flexible communication provide garcha, especially for those who are comfortable with both languages. It helps in better understanding ra clarity.","Classify the language used in this paragraph (Nepali, English, Mixed).",Mixed
alpaca,"Hey bro, k cha? Aaja kehi plan cha ki nai? Ma chai free chu, so if you want we can hang out. Dherai din bhayo timi sanga bhet bhayeko, so let's catch up and have some fun.","Classify the tone of this paragraph (Formal, Informal).",Informal
alpaca,"Naya shampoo ko launch bhayo, jo dherai nai effective ra affordable cha. Yo shampoo le hair fall control garcha, dandruff hataucha, ra hair lai smooth ra shiny bancha. Sabai le try garnu hos, you won't regret it!","Classify the category of this paragraph (News, Opinion, Advertisement).",Advertisement
alpaca,"The new government policy has been introduced to improve the education system. According to experts, this policy will bring significant changes in the way students learn.","Classify the intent of this paragraph (Inform, Persuade, Entertain).",Inform
alpaca,"Mero aaja ko experience dherai nai mixed thiyo. Morning ma dherai ramro lagyo, tara afternoon ma kehi problems aayo ra ma dherai nai frustrate bhaye. Evening ma chai sabai thik bhayo, so overall ma happy chu.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Neutral
alpaca,"Maile aaja mero boss lai dherai nai gali gare. Usle malai unfair treatment diyo ra ma dherai nai angry bhaye. Pachi malai lagyo ki maile galat gare, tara maile afno side bata explain gare.","Classify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Angry
alpaca,"Aaja ko news ma bhanya anusar, government le new health policy launch gareko cha. Yo policy le sabai citizens lai free basic health services provide garcha. Yo dherai nai beneficial hune expected cha.","Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Health
alpaca,Yo paragraph ma dherai nai Roman Nepali ra English mix cha. This is a good way to communicate with people who understand both languages. Yo format le dherai nai flexibility dincha.,"Classify the language used in this paragraph (Nepali, English, Mixed).",Mixed
alpaca,"Dear sir, I am writing this email to inform you about the progress of our project. We have completed all the tasks on time and are now waiting for your feedback. Please let us know if there are any changes required.","Classify the tone of this paragraph (Formal, Informal).",Formal
alpaca,"The new government policy has been introduced to improve the education system. According to experts, this policy will bring significant changes in the way students learn. However, some people are skeptical about its implementation.","Classify the category of this paragraph (News, Opinion, Advertisement).",News
alpaca,Mero ghar ma aaja dherai mehman aaye. Sabai le dherai ramro khana khayau ra kura katau. Belka ma sabai sanga music suniyo ra dance gareu. Dherai nai ramailo bhayo.,Translate this paragraph from Romanized Nepali to English.,"Many guests came to my house today. Everyone ate delicious food and had conversations. In the evening, we listened to music and danced together. It was a lot of fun."
alpaca,Nepal ko capital city Kathmandu ma aaja dherai nai traffic thiyo. Road ma dherai nai jam bhayo ra manche haru lai dherai problem bhayo. Traffic police le situation control garna khojda pani dherai time lagyo.,Summarize this paragraph in one sentence.,"Kathmandu experienced heavy traffic today, causing significant problems for people despite efforts by traffic police to control the situation."
alpaca,Nepal ko capital city Kathmandu ma aaja dherai nai traffic thiyo. Road ma dherai nai jam bhayo ra manche haru lai dherai problem bhayo. Traffic police le situation control garna khojda pani dherai time lagyo.,Answer this question based on the paragraph: What caused the traffic problem in Kathmandu?,The traffic problem in Kathmandu was caused by a heavy jam on the roads.
alpaca,"Aaja ko din ma dherai nai garam cha, ra ghar bata bahira niskina dherai nai gahro cha. Tara evening ma chai cool huna sakcha, so outdoor activities lai evening plan garnu ramro hola.",Recommend a suitable action based on the paragraph.,"Plan outdoor activities for the evening when the weather is cooler, and avoid going outside during the day due to the heat."
alpaca,"Hey bro, timi lai kehi help chahiyo bhane malai bhana. Ma timro lagi kehi pani garna sakchu. Just let me know.",Rewrite this paragraph in a more formal tone.,"Hello, if you need any assistance, please let me know. I am available to help you with anything. Kindly inform me."
alpaca,"Nepal ma tourism industry le dherai nai growth gareko cha. Pahad, himal, ra historical places le dherai nai tourists attract gareko cha. Yo le Nepal ko economy lai dherai nai sahayog gareko cha.",Identify the main idea of this paragraph.,"Nepal's tourism industry has grown significantly, attracting tourists with its mountains, Himalayas, and historical sites, which has greatly supported the economy."
alpaca,The new education policy focuses on improving the quality of education in rural areas. It aims to provide better facilities and trained teachers to students.,Translate this paragraph from English to Romanized Nepali.,Naya education policy le rural areas ma education ko quality improve garna focus gareko cha. Yo le students lai better facilities ra trained teachers provide garna khojcha.
alpaca,"Nepal ma tourism industry le dherai nai growth gareko cha. Pahad, himal, ra historical places le dherai nai tourists attract gareko cha.",Generate a question based on this paragraph.,What factors have contributed to the growth of Nepal's tourism industry?
alpaca,Aaja ko meeting ma dherai important decisions liyiyo. New project ko timeline final bhayo ra budget pani approve bhayo. Sabai team members le afno roles clearly understand gare.,Provide a recommendation based on the paragraph.,"Ensure that all team members follow the approved timeline and budget, and clarify any doubts regarding their roles."
alpaca,"Naya movie ko release bhayo, jo dherai nai interesting ra entertaining cha. Yo movie le dherai nai life lessons dincha ra sabai le hernu parne movie ho.","Classify the intent of this paragraph (e.g., Inform, Persuade, Entertain).",Persuade
alpaca,Nepal ma agriculture le dherai nai important role kheldai cha. Yo le dherai nai manche haru ko livelihood provide garcha. Tara aaja kal climate change le agriculture lai dherai nai affect garirako cha.,Extract the key points from this paragraph.,1. Agriculture plays a vital role in Nepal. 2. It provides livelihoods for many people. 3. Climate change is negatively affecting agriculture.
alpaca,Mero sathi le malai aaja phone garyo ra usle mero lagi dherai nai important news diyo. Usle bhaneko thiyo ki usle new job paayo ra ma dherai nai khusi bhaye.,Translate this paragraph from Romanized Nepali to English.,"My friend called me today and shared very important news. He told me that he got a new job, and I was very happy."
alpaca,"Aaja ko din dherai nai ramailo thiyo. Maile dherai sathi haru sanga time spend gare, khana khayau, ra dherai hasyaau. Tara belka ma dherai thakai lagyo, tesaile chadai sutna gaye.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Positive
alpaca,Nepal le aaja cricket match ma dherai ramro performance diyo. Sandeep Lamichhane le 5 wickets liye ra Kushal Malla le century haneko thiyo. Yo victory le Nepal lai World Cup qualifier ma pugna sahayog garyo.,"Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Sports
alpaca,Malai aaja dherai nai dukha lagyo. Mero sathi le malai samjhauta garna khojda maile uslai dherai nai gali gare. Pachi malai afnai galti ko ehsaas bhayo ra ma dherai nai paachutap ma pare.,"Classify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Sad
alpaca,"Aaja ko meeting ma dherai important topics discuss bhayo. We talked about new project timelines, budget allocation, ra team ko performance. Sabai le afno afno suggestions diye ra dherai constructive discussion bhayo.","Classify the language used in this paragraph (Nepali, English, Mixed).",Mixed
