category,context,question,response
RAG,"Hamro ecommerce platform le Nepal bhar cash on delivery, online payment ra bank transfer ko options provide garcha. Kathmandu, Pokhara ra Biratnagar ma same-day delivery upalabdha chha, jasle customer haru lai chito delivery ko suvidha dinchha. Remote area haru ma delivery 5 din samma lagna sakcha.",Kathmandu ma delivery ko kun option upalabdha chha?,Same-day delivery upalabdha chha.
RAG,Nepal ko rural area ma pani hamro ecommerce platform le saman deliver garna thaleko chha. Delivery partners le jasto sukai bhubag ma saman puryauchhan. Cash on delivery ra digital payment option duita upalabdha chhan.,Nepal ko rural area ma kun kun delivery option chha?,Cash on delivery ra digital payment option chha.
RAG,"Hamro ecommerce le Dashain ra Tihar ma special delivery service suru garcha. Kathmandu ma express delivery ko suvidha huncha, jasle saman 24 ghanta bhitra puryauchha. Baki thula sahar haru ma 48 ghanta bhitra saman puryauchha.",Dashain ma Kathmandu ma delivery kati samay ma huncha?,24 ghanta bhitra delivery huncha.
RAG,Hamro ecommerce platform le pre-paid order haru ko lagi free delivery ko suvidha dincha. Order ko amount Rs. 3000 bhanda mathi bhae ma delivery charge lagdaina. Yo suvidha Nepal bhar upalabdha chha.,Free delivery ko lagi minimum order amount kati chha?,Rs. 3000 bhanda mathi ko order ma free delivery chha.
RAG,"Hamro ecommerce platform le Pokhara ra Chitwan jasta sahar haru ma same-day delivery option provide garcha. Express delivery ko lagi extra charge lagna sakcha, tara saman chito puryauchha.",Pokhara ma same-day delivery ko lagi kei extra charge lagcha?,"Ho, express delivery ko lagi extra charge lagna sakcha."
RAG,"Nepal ko remote area haru jastai Jumla, Humla ra Mustang ma hamro ecommerce platform le saman 7 din bhitra deliver garcha. Delivery partners le package surakshit tarikale puryauchhan.",Mustang ma saman kati din ma deliver huncha?,7 din bhitra deliver huncha.
RAG,Kathmandu ma hamro ecommerce platform le night delivery service pani start gareko chha. Aba customer haru le raatko 8 baje samma order garna sakincha ra saman aarko din bihana puryauchha.,Night delivery service kati baje samma order garna sakincha?,Raatko 8 baje samma order garna sakincha.
RAG,Hamro ecommerce platform ma bulk order ko lagi special delivery service upalabdha chha. Bulk order ma saman direct warehouse bata dispatch garincha ra delivery time 3 din samma ho.,Bulk order ko delivery time kati din ko ho?,3 din samma ho.
RAG,Kathmandu upatyaka ma hamro ecommerce le eco-friendly delivery option start gareko chha. Electric vehicles ko use gari saman deliver garincha. Yo initiative environment-friendly ho.,Kathmandu upatyaka ma kun delivery method use garincha?,Electric vehicles use garincha.
RAG,Hamro ecommerce platform le Biratnagar ra Dharan ma cash on delivery option ko sath-sathai QR code payment ko suvidha dincha. Delivery 2 din bhitra complete huncha.,Biratnagar ma delivery kati din bhitra huncha?,2 din bhitra delivery huncha.
RAG,Kathmandu ma emergency delivery service pani upalabdha chha. Emergency delivery ma saman 3-4 ghanta bhitra customer ko ghar ma puryauchha. yeskolagi additional charge lagna sakcha.,Emergency delivery kati ghanta bhitra huncha?,3-4 ghanta bhitra huncha.
RAG,"Hamro ecommerce platform le Tihar ko bela midnight delivery service ko prastav gareko chha. Saman raatko 12 baje samma deliver huncha, tara surcharge lagna sakcha.",Tihar ko bela midnight delivery ma surcharge lagcha?,"Ho, surcharge lagna sakcha."
RAG,Nepal bhar saman deliver garna courier partners ko use garincha. Remote area ma saman ko delivery time 5-7 din samma lagna sakcha.,Remote area ma saman kati din ma deliver huncha?,5-7 din samma deliver huncha.
RAG,Hamro ecommerce platform le corporate order ko lagi priority delivery service provide garcha. Isma saman 2-3 din bhitra deliver garincha.,Corporate order ko delivery time kati ho?,2-3 din bhitra ho.
RAG,Hamro ecommerce platform le weekend delivery service start gareko chha. Aba Saturday ra Sunday ma pani saman deliver garincha.,Weekend delivery kun kun din ma huncha?,Saturday ra Sunday ma huncha.
RAG,Hamro ecommerce platform le high-value saman ko lagi insured delivery option provide garcha. Insurance le saman ko loss ya damage ko coverage dincha.,High-value saman ko lagi delivery insured huncha?,"Ho, insured delivery huncha."
RAG,Kathmandu ma hamro ecommerce platform le contactless delivery service ko suvidha dincha. Delivery boy saman gharko gate ma rakhera photo snap garera confirmation dincha.,Contactless delivery ma kasari confirmation dincha?,Photo snap garera confirmation dincha.
RAG,Hamro ecommerce platform le free delivery Fridays ko scheme suru gareko chha. Aba har ek Friday ma free delivery ko suvidha available huncha.,Free delivery ko scheme kun din upalabdha huncha?,Friday ma upalabdha huncha.
RAG,Hamro ecommerce le emergency supplies jastai medical equipment ko lagi fast-track delivery provide garcha. Emergency orders 24 ghanta bhitra deliver huncha.,Medical supplies ko delivery kati ghanta bhitra huncha?,24 ghanta bhitra huncha.
RAG,"Hamro ecommerce le weather-proof packaging ko suvidha dincha, jasle saman lai barsha ya jado ma damage hun bata bachauchha.",Weather-proof packaging le saman lai k bata bachauchha?,Barsha ya jado ko damage bata bachauchha.
RAG,"TechWorld Electronics Dharan-14, Bhanu Chowk ma avasthit chha. Yo store ma latest smartphones, laptops, gaming accessories ra home appliances upalabdha chhan. Customer haru le online ra physical store dubai tarikale saman kinna sakincha. Hamro ecommerce website bata order gareko saman 2 din bhitra Dharan area ma deliver huncha.",TechWorld Electronics Dharan ko physical location k ho?,"Dharan-14, Bhanu Chowk."
RAG,"Hamro TechWorld Electronics store le Kathmandu, Pokhara ra Dharan ma order deliver garcha. Dharan bhitra saman same-day delivery ko suvidha upalabdha chha. Kathmandu ra Pokhara ko lagi 3 din samma lagna sakcha.",Dharan ma saman kati din ma deliver huncha?,Same-day delivery huncha.
RAG,"TechWorld Electronics le Samsung, Apple, Dell, ra Sony jasta branded products provide garcha. Sabai saman genuine warranty sanga upalabdha chhan. Warranty claim ko lagi receipt ra warranty card jaruri huncha.",Warranty claim garna ko lagi kun documents jaruri chha?,Receipt ra warranty card jaruri chha.
RAG,"Hamro store ma smartphone haru ko wide range available chha. Apple iPhone 15 Pro, Samsung Galaxy S24 Ultra, ra Xiaomi 13 Ultra jaastai latest models stock ma chhan.",TechWorld Electronics ma kun kun smartphone models available chha?,"iPhone 15 Pro, Samsung Galaxy S24 Ultra, Xiaomi 13 Ultra."
RAG,"TechWorld Electronics le EMI (Easy Monthly Installment) ko suvidha provide garcha. Saman ko total amount Rs. 10,000 bhanda mathi bhaye ma EMI option upalabdha huncha.",EMI ko lagi minimum saman amount kati chha?,"Rs. 10,000."
RAG,Hamro ecommerce platform le Dharan ma free home delivery ko suvidha dincha. Free delivery ko lagi minimum order amount Rs. 2000 bhanda mathi hunu parcha.,Free home delivery ko lagi minimum order amount kati chha?,Rs. 2000.
RAG,"TechWorld Electronics ma customer support service 24/7 available chha. Customer le phone, email, ra live chat ko madhyam bata samasya hal garna sakincha.",TechWorld Electronics ko customer support kati baje samma available chha?,24/7 available chha.
RAG,"Hamro store ma high-performance gaming laptops pani available chhan. Asus ROG Strix, MSI Stealth ra Dell Alienware jasta laptops stock ma chhan.",TechWorld Electronics ma kun kun gaming laptop brands available chha?,"Asus ROG Strix, MSI Stealth, Dell Alienware."
RAG,TechWorld Electronics ma refurbished laptops pani available chha. Refurbished saman haru fully tested ra warranty ko sath aauchha.,Refurbished laptops ma warranty upalabdha chha?,"Ho, warranty upalabdha chha."
RAG,"Dharan ma TechWorld Electronics le cash on delivery, QR payment, ra bank transfer ko options provide garcha. Customer lai afno suvidha anusar payment garna milcha.",Payment ko lagi kun kun options upalabdha chha?,"Cash on delivery, QR payment, bank transfer."
RAG,Hamro store le Dharan ko schools ra offices ko lagi bulk order discount provide garcha. Bulk order ko lagi special pricing ra priority delivery upalabdha chha.,Bulk order garna k k suvidha upalabdha chha?,Special pricing ra priority delivery.
RAG,"TechWorld Electronics ma JBL, Bose, ra Sony ka wireless headphones upalabdha chhan. Wireless headphones ma noise cancellation, long battery life, ra waterproofing jaasta features chhan.",Wireless headphones ma kun kun brands upalabdha chhan?,"JBL, Bose, Sony."
RAG,Dharan ma hamro store le 7 din ko return policy provide garcha. Saman ma damage ya manufacturing defect bhaye return garna sakincha.,Return policy kati din ko ho?,7 din ko ho.
RAG,"TechWorld Electronics ma smart home devices pani available chhan. Amazon Alexa, Google Nest, ra smart security cameras upalabdha chhan.",Smart home devices ma kun kun saman upalabdha chhan?,"Amazon Alexa, Google Nest, smart security cameras."
RAG,"Hamro store le Dharan ma festive season ko bela special discount ra offers provide garcha. Dashain, Tihar, ra New Year ma special sale huncha.",Festive season ma kun kun chad ma sale huncha?,"Dashain, Tihar, New Year."
RAG,TechWorld Electronics ma student discount scheme upalabdha chha. Valid student ID ko copy present garema saman ma 10% samma discount dincha.,Student discount pauna k jaruri chha?,Valid student ID ko copy.
RAG,Hamro store le pre-order facility pani provide garcha. Latest smartphones ra laptops pre-order garera chhito saman secure garna sakincha.,Pre-order ko lagi kun saman available chhan?,Latest smartphones ra laptops.
RAG,"Dharan ma TechWorld Electronics le same-day installation service provide garcha. Smart TVs, AC, ra home appliances ko installation service upalabdha chha.",Same-day installation kun kun saman ko lagi upalabdha chha?,"Smart TVs, AC, home appliances."
RAG,TechWorld Electronics ma gift vouchers pani available chhan. Customer haru le gift vouchers afno family ra friends lai dina sakincha.,Gift vouchers k ko lagi upalabdha chha?,Family ra friends lai dina.
RAG,"Dharan-14, Bhanu Chowk ma TechWorld Electronics le eco-friendly packaging use garcha. Plastic ko badala ma recyclable materials ko upayog garincha.",Eco-friendly packaging ma k use garincha?,Recyclable materials.
RAG,"TechWorld Electronics Dharan-14, Bhanu Chowk ma avasthit chha. Yo store ma smartphones, laptops, ra accessories upalabdha chhan. Order ko status website ma 'Track Order' option bata herna sakincha. Order confirmed, packed, shipped, ra delivered status ko updates SMS ra email bata pani aauchha.",Order status herna kun option use garna sakincha?,'Track Order' option website ma use garna sakincha.
RAG,Hamro ecommerce platform le har ek order ko tracking ID provide garcha. Yo tracking ID le order ko exact location ra expected delivery date dekhauchha. Customer haru le hamro app ya website bata tracking details check garna milcha.,Order ko exact location kasari herna sakincha?,Tracking ID use garera app ya website bata herna sakincha.
RAG,"TechWorld Electronics le priority orders ko lagi fast shipping option provide garcha. Priority orders ko status fast-track update huncha, ra same-day ya 24 ghanta bhitra deliver huncha. Status SMS ra email bata notify garincha.",Priority orders ko delivery kati din ma huncha?,Same-day ya 24 ghanta bhitra huncha.
RAG,Hamro store ma cancelled orders ko status email ra app notification bata provide garincha. Cancelled orders ko refund process 3-5 working days ma complete huncha.,Cancelled orders ko refund kati din ma process huncha?,3-5 working days ma process huncha.
RAG,Hamro platform le partial delivery ko suvidha dincha. Kunai order ma multiple items bhaye ra sabai items ready nabhaye ek ek garera deliver huncha. Partial delivery ko status online bata herna milcha.,Partial delivery bhaye status kasari herna sakincha?,Online bata status herna sakincha.
RAG,TechWorld Electronics le out-of-stock items ko lagi back-order option dincha. Customer haru le back-order status website ma 'My Orders' section ma check garna sakincha.,Back-order ko status kahan herna sakincha?,'My Orders' section ma herna sakincha.
RAG,Dharan ma hamro store le late delivery ko updates provide garcha. Late delivery bhaye SMS ra email notification ma updated expected delivery date mention huncha.,Late delivery ko updates kasari provide garincha?,SMS ra email notification ma updates dincha.
RAG,"TechWorld Electronics le failed delivery ko lagi retry option provide garcha. Failed delivery status SMS ma mention huncha, ra customer le support team sanga sampark garera retry ko lagi request garna sakincha.",Failed delivery bhaye k garna parcha?,Support team sanga sampark garera retry ko lagi request garna parcha.
RAG,Hamro platform le saman dispatch bhayepachi shipped status dincha. Shipped status sanga sathai tracking link SMS ra email bata pathaune suvidha chha.,Shipped status aayepachi ke dincha?,Tracking link SMS ra email bata pathauncha.
RAG,TechWorld Electronics le order completed status saman customer le receive garepachi dinncha. Customer le saman ko quality confirm garna parcha ra feedback dina milcha.,Order completed status kahile dinncha?,Saman receive garepachi ra quality confirm garepachi.
RAG,"Hamro ecommerce platform ma return order ko status track garna milcha. Return approve bhaye 'Return Approved', refund complete bhaye 'Refund Complete' status dincha.",Return approve bhaye status ma ke dekhincha?,'Return Approved' status dekhincha.
RAG,Hamro store le saman ko delivery time confirm garepachi 'Out for Delivery' status dincha. Delivery boy le customer lai phone garera delivery confirm garcha.,'Out for Delivery' status ko matlab k ho?,Saman delivery ko lagi niskisakyo ra delivery confirm huncha.
RAG,TechWorld Electronics le cash on delivery orders ko payment status 'Pending Payment' ko rup ma dekhaunchha. Payment clear bhaye 'Payment Received' status update huncha.,Cash on delivery order ma payment clear bhaye status k dekhincha?,'Payment Received' status dekhincha.
RAG,Hamro ecommerce platform le order placement ko turuntai confirmation email pathaunchha. Email ma order ID ra saman ko details mentioned huncha.,Order placement ko confirmation kasari dincha?,Email ma order ID ra saman ko details pathaune garincha.
RAG,TechWorld Electronics le saman ko delivery attempt bhaye 'Attempted Delivery' status dincha. Customer ghar ma nabhae re-delivery ko lagi contact garna sakincha.,Attempted delivery bhaye customer lai ke garna parcha?,Re-delivery ko lagi contact garna parcha.
RAG,Hamro platform le saman ko packaging complete bhaye 'Order Packed' status dincha. Packed status le saman dispatch hunai lagi sakyo bhanne janak dincha.,Packed status ko matlab k ho?,Saman dispatch hunai lagi sakyo.
RAG,TechWorld Electronics le saman delivery complete bhayepachi customer lai feedback ko lagi request pathauncha. Feedback request email ya SMS ma aauchha.,Delivery complete bhaye k request pathauncha?,Feedback ko lagi request pathauncha.
RAG,Hamro store le urgent orders ko status 'Express Processing' ma dekhaunchha. Urgent orders ko delivery priority ma huncha ra chito dispatch garincha.,Urgent orders ko status ma k dekhincha?,'Express Processing' status dekhincha.
RAG,Hamro ecommerce platform le saman return process ma 'Return in Progress' status dincha. Return warehouse ma pugi sakyo bhaye 'Return Received' status dekhaunchha.,Return process ma saman ko status kasari update huncha?,'Return in Progress' ra 'Return Received' status update huncha.
RAG,TechWorld Electronics le saman refund process ma 'Refund Initiated' status dincha. Refund complete bhayepachi 'Refund Complete' status update huncha.,Refund complete bhaye status ma k dekhincha?,'Refund Complete' status dekhincha.
RAG,TechWorld Electronics le customer ko order confirmed bhaye 'Order Confirmed' status update garcha. Confirmation ko email ra SMS pani pathaune garincha.,Order confirmed bhaye status ma ke dekhincha?,'Order Confirmed' status dekhincha.
RAG,Hamro platform le order dispatch bhaye 'Shipped' status update garcha. Dispatch bhaye sanga sanga tracking link ra delivery estimate pani provide garincha.,Order dispatch bhaye status ma k dekhincha?,'Shipped' status ra tracking link dekhincha.
RAG,TechWorld Electronics ma saman ready bhaye 'Order Packed' status dincha. Saman dispatch hunu agadi packaging ko updates herna sakincha.,Order packed status bhaye k matlab ho?,Saman ready cha ra dispatch hunu agadi ko stage ho.
RAG,Hamro ecommerce platform le saman delivery ko lagi niskisake pachi 'Out for Delivery' status dincha. Delivery boy le saman deliver garna lagi niskisakeko ho bhanne janak dincha.,'Out for Delivery' status ko matlab k ho?,Delivery boy saman deliver garna lagi niskisakyo.
RAG,Saman customer le receive garepachi 'Delivered' status update garincha. Delivered status sanga customer feedback ko lagi request pathaune garincha.,Delivered status kahile aauchha?,Saman customer le receive garepachi.
RAG,TechWorld Electronics le failed delivery ko lagi 'Delivery Failed' status dincha. Failed delivery ko reason email ra SMS ma mention garincha.,Failed delivery bhaye customer lai ke garincha?,Reason email ra SMS ma pathaune garincha.
RAG,Hamro platform le customer ko refund process ma 'Refund Initiated' status dincha. Refund complete bhaye 'Refund Completed' status dekhincha.,Refund complete bhaye status ma ke dekhincha?,'Refund Completed' status dekhincha.
RAG,Hamro ecommerce platform le order cancel bhaye 'Order Cancelled' status dincha. Cancelled order ko refund process 5 din bhitra suru huncha.,Order cancelled bhaye refund ko lagi kati din lagcha?,5 din bhitra refund process suru huncha.
RAG,TechWorld Electronics le delayed delivery bhaye 'Delivery Delayed' status dincha. Late delivery ko updated estimate SMS ra email bata provide garincha.,Delivery delayed bhaye k dekhincha?,'Delivery Delayed' status ra updated estimate dekhincha.
RAG,Hamro ecommerce platform ma return request approve bhaye 'Return Approved' status update huncha. Return warehouse ma pugda 'Return Received' status dekhincha.,Return warehouse ma pugda status ma ke dekhincha?,'Return Received' status dekhincha.
RAG,Saman customer ko ghar ma deliver garna nasake 'Attempted Delivery' status dincha. Attempted delivery ko lagi SMS bata inform garincha.,Attempted delivery status bhaye customer lai k garincha?,SMS bata inform garincha.
RAG,Hamro platform le saman pre-order ko lagi 'Pre-Order Confirmed' status dincha. Saman dispatch hunu agadi update email ma aauchha.,Pre-order status ma ke dekhincha?,'Pre-Order Confirmed' status dekhincha.
RAG,TechWorld Electronics le bulk orders ko tracking ko lagi separate status provide garcha. Bulk orders ko delivery ko lagi priority status update huncha.,Bulk orders ko tracking kasari garincha?,Separate status ra priority update bata tracking garincha.
RAG,Hamro ecommerce platform ma saman ko quality check bhayepachi 'Quality Check Passed' status dincha. Failed bhaye 'Quality Check Failed' status update huncha.,Quality check fail bhaye status ma ke dekhincha?,'Quality Check Failed' status dekhincha.
RAG,TechWorld Electronics le urgent orders ko lagi 'Express Processing' status dincha. Urgent orders prioritize garera chito dispatch huncha.,Urgent orders ko status ma ke dekhincha?,'Express Processing' status dekhincha.
RAG,Hamro platform le saman ko dispatch cancel bhaye 'Dispatch Cancelled' status dincha. Reason ra alternative options email bata pathaune garincha.,Dispatch cancel bhaye status ma ke dekhincha?,'Dispatch Cancelled' status dekhincha.
RAG,TechWorld Electronics le saman ko order tracking ko lagi tracking ID dincha. Tracking ID ko status update herna app ya website bata milcha.,Order tracking ID le ke garna milcha?,App ya website bata status update herna milcha.
RAG,Hamro ecommerce platform ma saman ko packaging complete bhaye 'Ready for Dispatch' status dincha. Dispatch ko lagi ready bhayeko janak dincha.,Ready for Dispatch status ko matlab k ho?,Dispatch ko lagi saman ready bhayeko ho.
RAG,TechWorld Electronics le customer ko order payment confirm bhaye 'Payment Confirmed' status dincha. Payment status update SMS ra email bata pathaune garincha.,Payment confirm bhaye status ma ke dekhincha?,'Payment Confirmed' status dekhincha.
RAG,Hamro ecommerce platform le order pending status ma 'Order Pending' dekhauchha. Payment complete bhaye 'Order Confirmed' ma update huncha.,Order pending status k bhanda ho?,Payment complete nabhayeko ho.
RAG,"Purwa Ko Saan Mobile Center, Itahari-4 ma avasthit chha. Hamro store ma smartphones, laptops, ra accessories ko wide collection chha. Customer haru le hamro website ya direct store ma gayera inquiry garna milcha.",Smartphones ko details kahan herna sakincha?,Website ya direct store ma gayera herna sakincha.
RAG,"Dharane Mobile Center, Biratnagar-5, Pichra Line ma chha. Yaha budget-friendly ra premium smartphones upalabdha chha. Hamro EMI options pani chha jasma monthly installment ma payment garna sakincha.",EMI ma smartphones kinna milcha?,"Ho, monthly installment ma payment garna milcha."
RAG,"New Prakash Tech Gadget, Damak-9, ma gaming laptops, smartphones, ra tablets available chha. Pre-order ko lagi advance payment garna parcha, ra delivery 7 din bhitra huncha.",Pre-order delivery kati din ma huncha?,Delivery 7 din bhitra huncha.
RAG,"Smart Appliances, Birtamod-3, Charali Road ma avasthit chha. Yaha smart TVs, washing machines, ra kitchen gadgets available chha. Free delivery Birtamod ko andar offer garincha.",Free delivery kahan available chha?,Birtamod ko andar free delivery available chha.
RAG,"Eastern Tech Hub, Itahari-2, New Bus Park najikai chha. Hamro store ma latest mobile phones ra unko specifications website ma mentioned chha. Warranty details pani sanga provide garincha.",Mobile phones ko specifications kahan herna sakincha?,Website ma herna sakincha.
RAG,"Smart Electronics Bhandar, Biratnagar-9, Airport Road ma chha. Order confirmation pachi payment ko lagi multiple options, jasari online, cash on delivery, ra EMI available chha.",Payment garna kun-kun options chha?,"Online, cash on delivery, ra EMI options chha."
RAG,"Gadget World, Damak-10, ma affordable gadgets haru available chha. Order status track garna tracking ID use garera website ya app ma details herna sakincha.",Order status kasari track garna sakincha?,Tracking ID use garera website ya app ma herna sakincha.
RAG,"Tech Mela Electronics, Itahari-6, ma up-to-date smartphones, laptops, ra accessories ko collection chha. Delivery ko lagi SMS notification bata updates pathaune garincha.",Delivery ko updates kasari dincha?,SMS notification bata updates dincha.
RAG,"Sasto Deal Gadget Hub, Birtamod-7, College Road ma chha. Saman delivery 5-7 din bhitra guarantee garincha, ra delivery boy le saman directly ghar ma deliver garcha.",Delivery kati din ma guarantee huncha?,5-7 din bhitra guarantee huncha.
RAG,"QuickBuy Electronics, Biratnagar-1, Main Road ma premium products, jasari Apple iPhones, MacBooks, ra AirPods ko collection available chha. Cash on delivery service entire Koshi Pradesh ma chha.",Cash on delivery kahan available chha?,Entire Koshi Pradesh ma available chha.
RAG,"Gadget Zone Nepal, Damak-4, ma smartphones ra unka variants haru available chha. Smartphones ko RAM, storage, ra color variants ko details website ma mentioned chha.",Smartphones ko RAM ra storage details kahan herna sakincha?,Website ma herna sakincha.
RAG,"NextGen Tech Store, Birtamod-2, Gauradaha Road ma budget laptops, mid-range smartphones, ra Bluetooth headsets available chha. Offer period ma special discounts pani huncha.",Special discounts kahile available huncha?,Offer period ma available huncha.
RAG,"Digital Plus Electronics, Itahari-5, BP Chowk najikai chha. Order place garepachi confirmation SMS ra tracking link pathaune garincha.",Order place bhaye confirmation kasari dincha?,Confirmation SMS ra tracking link pathaune garincha.
RAG,"Tech Market Nepal, Damak-3, ma saman return policy 7 din ko chha. Return ko lagi order ID ra saman ko condition verify garincha.",Saman return policy kati din ko chha?,7 din ko chha.
RAG,"Smart Deals Electronics, Biratnagar-12, Dharan Road ma upalabdha chha. Warranty claim ko lagi saman ko bill ra warranty card prastut garna parcha.",Warranty claim ko lagi ke chahinchha?,Saman ko bill ra warranty card prastut garna parcha.
RAG,"Prabhat Tech Gadget Hub, Itahari-8, ma saman delivery 3-5 din ma complete garincha. Delivery updates ko lagi customer lai SMS ra email notification provide garincha.",Delivery updates kasari provide garincha?,SMS ra email notification bata provide garincha.
RAG,"GadgetX Shop, Birtamod-6, Charali Line ma premium accessories available chha. Payment ko lagi Google Pay, PhonePe, ra Khalti jasta options pani chha.",Payment garna kun-kun options chha?,"Google Pay, PhonePe, ra Khalti jasta options chha."
RAG,"TechYard Electronics, Damak-5, New Bus Park najikai chha. Smartphones ko exchange offer haru available chha. Exchange ko lagi purano phone ko condition check garincha.",Exchange offer ko lagi ke check garincha?,Purano phone ko condition check garincha.
RAG,"Tech Avenue, Biratnagar-10, Traffic Chowk ma affordable laptops ra smartphones upalabdha chha. EMI options ko lagi valid documents prastut garna parcha.",EMI ko lagi ke prastut garna parcha?,Valid documents prastut garna parcha.
RAG,"Digital World Hub, Itahari-3, Bhanu Chowk ma avasthit chha. Return approve bhaye refund 5 din bhitra process garincha.",Return approve bhaye refund kati din ma process huncha?,Refund 5 din bhitra process huncha.
RAG,"Tech Valley Store, Itahari-7, New Bus Stand najikai chha. Smartphones, gaming accessories, ra smartwatches ka exclusive models yaha available chha. Cash on delivery ko option Koshi Pradesh bhar chha.",Cash on delivery option kahan kahan available chha?,Koshi Pradesh bhar available chha.
RAG,"Digital Solutions Nepal, Biratnagar-2, Mahendra Chowk ma upalabdha chha. Hamro store le product warranty ko lagi authorized service center ko access dincha.",Product warranty claim kasari garna sakincha?,Authorized service center ko access bata claim garna sakincha.
RAG,"Smart Gear Hub, Birtamod-5, Gauradaha Road ma premium gaming laptops, headphones, ra Bluetooth speakers available chha. Delivery confirmation ko lagi email ra SMS update dincha.",Delivery confirmation kasari dincha?,Email ra SMS update bata dincha.
RAG,"Gadget Center Nepal, Damak-8, BP Koirala Road ma daily use smartphones ra gadgets available chha. Exchange offers ma purano phone ko valuation hamro app ma check garna sakincha.",Exchange offers ko lagi phone valuation kasari garna sakincha?,Hamro app ma check garna sakincha.
RAG,"Eastern Tech Store, Itahari-4, BP Chowk najikai chha. Order tracking ID ko lagi separate SMS pathaune garincha jasle saman ko live status herna milcha.",Order tracking kasari garna sakincha?,Tracking ID ko SMS bata live status herna sakincha.
RAG,"Prabha Electronics, Biratnagar-6, Airport Road ma mid-range smartphones, laptops, ra accessories ko exclusive deals available chha. Payment ko lagi digital wallets pani support garincha.",Payment ko lagi kun kun digital wallets use garna milcha?,"Digital wallets jasari eSewa, Khalti, ra IME Pay use garna milcha."
RAG,"Tech Shop Damak, Damak-3, Haat Bazaar najikai chha. EMI options ko lagi document verification process 2 din ma complete garincha.",EMI ko lagi document verification kati din ma complete huncha?,2 din ma complete huncha.
RAG,"Nepal Gadget House, Birtamod-7, Charali Line ma Samsung, Apple, ra Xiaomi smartphones ko official showroom chha. Warranty ko lagi saman ko original bill submit garna parcha.",Warranty claim ko lagi ke submit garna parcha?,Saman ko original bill submit garna parcha.
RAG,"Smart Tech Nepal, Itahari-9, Koshi Highway ma mahan gadgets haru available chha. Delivery process ko lagi delivery agent le phone confirmation garne prakriya follow garcha.",Delivery process ma confirmation kasari huncha?,Delivery agent le phone confirmation garcha.
RAG,"Digital Nepal Hub, Biratnagar-3, Pushpalal Chowk ma affordable earphones, smartwatches, ra budget laptops available chha. Return policy 10 din ko cha, ra saman unused hunu parcha.",Return policy kati din ko chha?,10 din ko chha.
RAG,"Gadget Planet, Damak-7, Laxmi Road ma premium mobile phones ra accessories available chha. Delivery delay bhaye updated estimate SMS ra email bata provide garincha.",Delivery delay bhaye updated estimate kasari dincha?,SMS ra email bata updated estimate dincha.
RAG,"ElectroMart Hub, Itahari-1, Chowk Bazaar ma sabai electronic items ra accessories available chha. Delivery ko lagi pre-paid ra cash on delivery dono option chha.",Delivery ko lagi payment option ke chha?,Pre-paid ra cash on delivery dono option chha.
RAG,"Mobile & More, Birtamod-2, College Line ma smartphones ra accessories ko special discount available chha. Payment garna eSewa ya QR code scan garera direct garna milcha.",Special discounts kahan available chha?,"Mobile & More, Birtamod-2 ma special discounts available chha."
RAG,"Tech Guru Nepal, Biratnagar-9, Koshi Highway ma customer friendly service offer garincha. Pre-order ko lagi 50% advance payment garnu parcha.",Pre-order ko lagi kati advance payment chahinchha?,50% advance payment chahinchha.
RAG,"Eastern Electronics, Damak-5, Charali Road ma affordable gadgets available chha. Refund process return approve bhayepachi 7 din ma complete huncha.",Refund process kati din ma complete huncha?,7 din ma complete huncha.
RAG,"Digital Nepal Mart, Itahari-6, Traffic Chowk ma smartphones, cameras, ra printers upalabdha chha. EMI processing charge 0% cha special scheme ma.",EMI processing charge kati cha?,Special scheme ma EMI processing charge 0% cha.
RAG,"SmartPoint Nepal, Birtamod-5, Charali Bazar ma 4K TVs, Bluetooth speakers, ra kitchen appliances available chha. Warranty ko lagi replacement option pani offer garincha.",Warranty claim garna k garna milcha?,Replacement option offer garincha.
RAG,"Gadget Hub Store, Damak-9, Bhatbhateni Complex najikai chha. Product details ko lagi hamro website ma sabai specifications mentioned garincha.",Product details kahan padhna milcha?,Hamro website ma sabai specifications mentioned cha.
RAG,"Gadget King Nepal, Biratnagar-10, Airport Line ma bulk orders ko lagi customized pricing offer garincha. Bulk orders dispatch ko lagi priority tracking dincha.",Bulk orders ko lagi kasto pricing huncha?,Customized pricing offer garincha.
RAG,"NextGen Gadget Hub, Biratnagar-4, Main Chowk ma sabai latest smartphones ra gaming laptops available chha. Delivery Kathmandu ra major cities ma 2-3 din ma huncha.",Delivery Kathmandu ma kati din ma huncha?,2-3 din ma delivery huncha.
RAG,"SmartHome Electronics, Damak-7, BP Koirala Road ma smart appliances jastai vacuum cleaners, air purifiers, ra smart TVs upalabdha chha. Order cancellation order confirm bhayepachi 24 ghanta bhitra matra garna milcha.",Order cancellation ko lagi kati samay chha?,Order confirm bhayepachi 24 ghanta bhitra matra garna milcha.
RAG,"Prakash Electronics Bhandar, Itahari-3, Bus Park najikai chha. Saman leu/pick garna self-collection option pani chha, jasma extra delivery charge lagdaina.",Self-collection option ma delivery charge lagcha?,Self-collection ma delivery charge lagdaina.
RAG,"Digital Tech Point, Birtamod-1, Traffic Chowk ma sabai latest electronic gadgets, earphones, ra wireless speakers upalabdha chha. Warranty details product ko saath dincha.",Warranty details kahan pauna sakincha?,Product ko saath warranty details dincha.
